,DISCREPANCY
18090,black spindle liner against blade fold motor disbonding
9313,main rotor head accumulator low
8378,mrh accum low.
22429,"mrb yellow tip cap composite delaminated on edges along screws 1-5 area. mrc-400, card bd-95.1"
4592,remove blue main rotor blade for level ii preservation.
599,remove and reinstall outboard retention plate to fom tail rotor de-ice replacement          
11658,service main rotor head accumulator.
5355,centering socket  shims worn
485,landing gear control unit r/h down and lock switch does not illuminate          
23971,black damper inboard bearing worn ool.          
25902,black anti flap roll pin worn. d-119          
24677,main rotor head vibes are out of limits.          
19337,autorotation check during fcf was out of limits          
23521,red lock pin cover seal worn.          
97,r/h o/b mlg brake failed running clearence          
1726,main rotor head accumulator hyd level low          
3701,lh nlg tire worn.
2590,ccdd:08apr2018 corrision on yellow blade cuff bolt.          
7144,hole in the black tail rotor boot measuring above the limit of 2.5inches
10828,perform tail rotor bias check.          
513,main rotor head hub insert worn out of limits.          
27471,install blue main rotor pitch control rod
5316,yellow blade mrh zip tie loose          
7695,lateral expandable pin is bad.
2282,rh mlg ib brake assy failed running clearance.          
7322,"scir change:  46sj1wx.  chipped paint on red, black and yellow elastomeric bearing plate"
158,right hand nose landing gear tire side walls is damaged and needs to be replaced          
9772,red blade fold harness connector (p935) has a bent pin.  blade fold inop.          
13390,red mrh          
9503,aft swashplate bearing worn.          
3347,remove main rotor accumulator to facilitate removal of main rotor sliip ring. reinstall when notified by maintenance control.          
27365,"during installation of plates, bolt head broken from shaft and located in pitch lock subassembly threads. all pieces accounted for. (pitch lock housing)          "
20359,corrosion on red main rotor blade tip block. tip cap mating surface delaminating in multiple areas.
14452,perform tail rotor vibes due to performing torque check on inboard retention plate.
26558,scir change:  00jesqm.  remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: x221-05362;  pos cd: black          
17051,mrh accumulator low.          
23479,red main rotor pcr lower rod end worn.
5024,mrh low
14747,blue mrb damper bolts worn. mrc-400 card 112.2          
27144,red mrb centering socket h/w corroded.
17228,tail rotor red boot has a hole.          
10276,red main rotor head hinge inserts fail run on torque check. ref: a1-h60ca-mrc-400 card d-121.7.          
20322,lower centering socket hardware worn.          
3204,yellow pitch lock motor from supply is bad.  gear does not spin.          
6333,working rivets on yellow and black trb's. mrc-400 card 13.9          
4806,main rotor head accumulator hyd side low
7808,main rotor head accum is pegged out.
15904,low main rotor head. time now: 1089.3
13858,red tail rotor boot has small puncture          
20635,yellow mrh spindle pitch horn gouged on lower edge. measured damage at .060 and limit is .050.
22316,inop red pitch lock motor
27095,red elasto ool d-120.
17917,vertical freeplay found in fwd scissor assembly on preflight.
17934,all tail rotor pcl cotter keys worn          
8160,mrh accumulator fluid level low.
16224,auto bladefold inop.          
12628,remove red damper. ip maf. re-install when notified by maintenance control.          
16100,main rotorhead low          
8602,yellow main rotor head damper inboard bearing is worn out of limits; 0.010' feeler gage inserted more than 0.250' on lower side of inboard rod end.          
4945,perform full bleed and service of main rotor head accumulator and damper system.
2482,replace rh nlg tire as a matched set as per ietms          
16001,mrh accum hyd side low.          
14830,"the tail rotor cam is touching the tail rotor assembly. there should be a gap, but there is a portion of the cam in which is in contact with the cam.          "
21041,main rotorhead ool.
15251,blue paddle tail rotor boot bridge not installed.          
24224,abcd-23.4 fwd scissor has damage inside lower lug          
15435,main rotor inflight vibes out of limits.          
1607,nlg drag strut attachment pin worn beyond limits          
5322,main rotor head accum low          
21589,remove and replace blue upper pcr bolt.          
7653,mrh low
11810,yellow damper bleed screws not safety wired.
13248,worn hardware on blue main rotor head damper assy.          
13680,black blade bim snaps to full black after one second press
19165, maf initiated to consolidate spindle hardware. no maintenance performed on this work order.          
4010,yellow damper fitting jamnut loose.
1924,both nose landing gear underserviced.
25008,"main rotor head accumulator hydraulic level is low (very bottom of first green, spread, nitro 1650, oat 22 c).          "
3761,scir change:  00gktqh.  right hand main landing gear up and lock switch 1 f(p) set no reset.          
30,lh main landing gear shock strut low pressure gauge has hydraulic fluid present          
20278,main rotor head is out of limits iaw vib-200
10411,no sealant between lower pressure plate and extended shaft on main rotor head.          
19745,corr yellow main rotor blade cuff bolts. card 64.1 cdd 02oct18. *** requires conditional inspection***.          
11099,mrh accumulator low          
21422,all main rotor head bifiliar washers worn beyond limits          
21039,auto rotation out of limits          
2927,lh nlg wheel/ tire assembly worn
23876,main rotor head accumulator hydraulic side low.          
17110,main rotor head out of limits          
3687,landing gear isolation valve f(p) with landing gear control unit f(p). codes as follows: id)4ac2 1)2107 2)oof9.
15828,mrh red blade damper teflon washer moves freely.          
21764,mrh ground vibe ool.          
15346,tail rotor boots(dust seals) on red/yellow paddle worn beyond limits          
7995,tail rotor failed bias check
18867,black main rotor blade tip cap cracked and delaminated          
19627,mrh low at 1200 low green          
343,both l/h and r/h main landing gear tire pressures low at 100 psi and nose landing gear tire pressures low at 230 psi.          
3583,a/c requires jacking cycle          
9687,blue pitch lock housing is seized.          
13412,remove red tip cap for matched set refer to red mrb removal jcn: bl0115b34          
699,d card 112.2 yellow damper for suspicion of imetal to metal contact found on bearing.
23648,mrh accum hyd side needs servicing          
22516,mrh accumulator low
19754,main rotor head low          
10872,red hinge lock arm tq stripe broken          
20756,yellow trb boot ripped.          
18182,outboard retention plate nuts worn.          
3887,remove and replace rh nlg tire with new asset for upcoming testing.
4198,uniball corroded on bottom side below swashplate on aft side          
12556,found black bladefold harness to have fold limit switch stripped out and worn.  card d-124          
498,blue damper leakage is out-of-limits.
11511,tail rotor brush block saftey wire backwards          
4248,mrh accum in red
24736,mrh pegged out
2244,step 47.1 the mrh hdys are low in the red.          
1981,lh nlg tire is worn beyond allowable limits.          
1716,fwd scissor out of limits.          
25454,mrh accum hyd low. in 1st d in add 310-mrc-100 card# 47.1          
18891,ground vibes ool          
26635,mrh blue elastomeric bearing centering ring worn ool          
23223,tail rotor balance vibration out of limits. vibes measure 1.2 ips          
4746,port and stbd bifilars failed tq check.
5911,mrh out of limits          
3346,left hand main landing gear shock servicing low. high pressure gauge reads zero          
8730,tear in the blue tail rotor blade boot. mrc-300 card 11.12.          
2155,landing gear abort          
26573,step 47.1 the mrh  hyds are in the red.          
16094,black upper centering socket has play.          
23642,mrh accumulator hyd reads red.
11948,red spindle damaged on pitch horn beyond limits          
2931,right hand inboard main landing gear tire worn          
6152,black main rotor blade fold cable harness is loose and showing interior          
23138,yellow sungear bearing cracked          
6074,mrh accum low          
4666,blue spindle upper weight bracket is broken          
13346,blue main rotor blade cuff to spar bolts corroded. ccdd: 3oct18          
20044,blue main rotor blade cuff hysol disbonding.          
6558,mrh low
13550,blue damper elbow has evidence of slippage/bend          
22920,red blade pitchlock and pitch free switches need be adjusted.          
1021,mrh accumulator low
26071,blue damper has fluid leaking on elbow          
3362,black hinge lock arm bolt has broken torque stripe
11638,tail rotor rig check ool          
12239,scratch in blue tail rotor boot          
3533,4 per vibrations observered coinciding with torque fluctuations between 60-80% torque in forward flight.          
3611,lh nlg tire tread worn beyond limits
1029,lh nlg tire is worn beyond limits.          
547,remove and reinstall main landing gear tire for training.          
22563,yellow paddle boot tear
17632,yellow tail rotor paddle abrasion strip not installed.          
1188,mrh accumulator low          
26237,mrh accumulator hyd level is low.          
27971,top aft bolt on main rotor head brake master cylinder will not torque.
26766,red damper inboard/outboard bearings worn ool card d-112.1          
13315,forword scissor has up and down play.          
7184,service main rotor head due to replacement of main rotor head damper positon: black.          
6683,main rotor head inflight vibrations out of limits.
11607,mrc-100 card 47.1 mrh hydraulic fluid accum. low          
3973,red e-bearing centering worn out of limits.          
352,landing gear isolation valve f(p) troubleshot down to internally failed landing gear isolation valve.          
6433,mrh red blade lock pin seal loose.          
2638,black tail rotor blade abrasion strip disbonding.  mrc-300 card 11.12          
20891,red lock pin dust cover worn          
895,right hand inboard main landing gear and left hand inboard main landing gear tire pressure low needs servicing.          
2787,mrh hydraulic fluid low          
570,tail rotor ool.          
1574,multiple bifilar washers worn out of limits.  card abcd-23.2          
24508,yellow tail rotor boot is punctured          
11242,hover and 120 kts ool          
6131,blue blade bifilar weight s/n: e813-00367 worn beyond limits and requires replacement. refer to mcn: 00jdwq8 jcn: gq0277197 for removal.          
3331,lh inbd mlg tire has excessive toe-in          
9470,forward scissor worn out of limits          
27754,broken mounting bracket on main rotor indexer. refer to qg0092030 for fod search of missing piece of main rotor indexer mounting bracket.
2825,red blade fold harness has erratic function.          
5204,black main rotor blade bolts do not have safety wire installed.
15006,perform ground vibes due to replacement of upper black pcr rod end          
9104,main rotor head servicing low.
20861,main rotor head vibes ool during hover during fcf
4124,adle clamps and mounting hardware worn on red blade fold harness.          
10351,yellow blade anti-flap cam assembly out of limits.          
13931,"red blade has crack from outboard doubler near #6 tip cap screw. crack turns into void apx 1 1/2 inches into blade.  this is a critical area, no repairs allowed. (old blade -15 mins)          "
12583,bd-95; blue tip cap cracked ool.          
5537,black paddle lower zip tie bridge found on deck all pieces accounted for          
5432,red tail paddle boot torn. card: 11.12          
19630,perform post phase ground vibration analysis
2738,lh mlg ib and ob tire pressures are low          
21814,perform ground vibration analysis iaw a1-h60rs-vib-200          
18655,black in board lower damper bracket bushing gouged.          
22752,red tail rotor paddle erosion strip disbonding.          
11594,mrh accumulator low.
18706,mrh hyd low. a: 495.2          
4715,all landing gear tire pressures are underserviced.
15002,tear in blue tail paddle boot is ool. refer to to jcn; b25040a22 for retorques.          
2310,lh obd mlg axle dust cover cracked with hole in center.
23154,rotor head accumulator pegged out on hyd side mrc-100  card 47          
23065,blue tail rotor blade boot cut.
15320,remove and reinstall tb10 to facilitate in removal of the mrh accumulator.          
19257,remove and reinstall red main rotor blade.
27125,red pcr upper bolt not serialized to match pitch horn
20941,d-119 all blade lock pin dust cover o-rings worn.
23039,mrh accumulator reads red
9991,9-13 hour torque check failed on yellow outboard pcl. refer to mcn: 00jdut0 for new 9-13 hour torque check.          
21167,black e-bearing gouged ool. surface damage of up to 0.050 inch deep is allowable after blendout to 1/2 in radius iaw 150-300. current damage measures at 0.052 in deep.
9635,mrh accumulator low.
22255,m.r.h. low
4527,lh ibd main landing gear tire de-beaded.          
15744,main rotor head accumulator low. a/c time now: 90.9          
3907,the right hand nose landing gear tire has been worn to the bottom of the tread grove through normal wear of use..
11535,mrh accum low; hydraulics side          
1095,insulation breakdown on all of the wiring of the tail rotor deice slipring assembly.          
5873,perform post phase ground vibe analysis.
12259,install yellow mrb post pmi.          
189,rh ib mlg tire has cut in side wall.          
26040,"red, yellow, and blue tail rotor boots have holes in them.          "
16611,perform ground turn due to #1 eng replacement.
4185,all tires have low tire pressure          
17029,yellow trb boot misaligned.          
24407,main rotor head in the red          
16516,inflights vibes out of limits at 140 kts
7070,ac-70.2 black tr boot ripped.
11195,cannibalized item: position/station 1 tail rotor blade assy (ddsn: 8078g603) for modex 37 original mcn: 26xiec0          
9408,movement noticed on lower black centering socket.
4420,tail rotor pitch beam ool.          
254,rh nlg tire worn beyond limits. poc: sgt torres          
14518,mrh accumulator hydrolic level red.          
3610,lh nlg tire found worn beyond limits          
14366,main rotor out of limits
17425,excessive lateral scissor play (aft)          
3068,"red bladefold motor is inop, overheats, and smokes during auto blade fold and blade spread evolution. manual spread and fold is also inop with bladefold test set. wiring and voltage is verified good. motor appears to seize and over heat.          "
25700,aft scissor upper link worn out of limits.          
13241,main rotor head accumulator servicing low          
1015,all tire pressures low          
26779,main rotor head low.          
4325,inboard red/yellow tail rotor blade assembly has worn pivot bearings.          
8531,perform tail 3 degree bias due to removal and replacement of tail rotor flight control pulley
911,lh nose landing gear tire worn beyond limits          
8546,low rotor head
873,left hand nose landing gear is underserviced.          
27168,blue spindle anti-flap- remove as a matched set          
10991,main rotor head accumulator low.          
20305,fwd main rotor swashplate scissor spherical bearing excessive amount of play. card 23.4          
5902,black upper centering socket safety wire loose.          
10301,main rotor head accumulator fluid low.          
25305,main rotor head inflight vibes out of limits.          
10809,worn spindle nut shims on red spindle.          
11176,red blade fails to complete full travel from fold position to spread position.red blade fold motor fails proper operation in auto and with blade fold test set.          
27659,yellow blade fold motor seized. no spread light.
22378,remove and replace component nomenclature lower #6 tip cap screw  (yellow);  part no: ss5312pu1-05;  serno: 11182-24.
15891,"red, yellow and black tail rotor blade tip cap leading edge rivet heads corroded off.          "
14524,mrh auto ool          
14253,mrh indexer cannon plug p472 found sheared from wiring harness.
21733,black pitch control link bonding wire cover melted.          
22291,main rotor head ground vibs ool
15712,main rotor head inflight vibrations are out of limits.          
9320,black main rotor blade tip cap screw loose          
6634,final grounds ool
27228,aft swash plate imds adel clamp torn.
6413,admin remove red tip cap as match set turn in          
3019,rtr head hyd low          
22048,yellow blade fold motor corrosion ool
20320,mrh accum low.          
11523,mrh yellow blade lower centering socket has play.          
18988,black blade lower centering socket loose          
1472,all six tire have low pressure.          
3654,mrh accumulator needs to be serviced.
11821,perform main rotor rig check due to removal and replacment of mixer assembly.          
3314,all 6 landing gear tires low          
25334,replace black blade tip cap screws due to inaccurate documentation. for #6 top screw.
18718,main rotor head accumulator low.          
190,"*damin purposes only*** remove and replace worn yellow tip cap hardware, tracked consumable.          "
9634,mrh accumulator fluid level low
10366,main rotor head accumulator is red
16887,black lower centering socket is loose          
15699,mrh accumulator is low.          
11595,main rotor head accumulator nitrogen level is low.
2230,lh inboard and outboard main landing gear hardware worn.          
21929,swashplate fwd scissor bearing worn beyond limits. card: abcd-23.4          
14429,main rotor head accumulator low          
15737,main rotor head indexer is bad. does not index blades for fold operation.          
17011,red pcl bolt not torque striped.          
4860,red inboard  mrh head damper failed torque check          
14061,mrh accumulator low.
2197,red tail rotor boot has a hole in it          
21376,mrh accum reads red          
14071,main rotor head accumulator fluid side is low          
5756,main rotor head accumulator low          
13674,blue mrb damper outboard bearing ool          
1446,red blade pitch lock driven out and still receiving spread light.          
9876,tail position actuator rod bent.          
57,perform landing gear emergency extend test          
24863,main rotor autorotation ool target 115% actual 110%.
22477,blue upper and lower main rotor pcr jamnuts safety wired backwards.          
12971,tear in yellow tail rotor boot          
2097,nose landing gear out of range switch is loose and spins within the mount.          
6732,blue and black blade fold hinge lock bearings are seized. ac card 62          
3539,rh nose tire is worn out of limits          
327,rh nlg tire has cut out of limits iaw navair 04-10-506          
2651,tail rotor pbr nut set scews worn mrc-400 card ac-70          
26458,1 insert on blue main rotor blade to hinge insert failed below 50 inch lbs. 10'0 clock position.          
6081,broken torque stripe on yellow hinge lock arm bolt          
23585,worn tip cap part no: 70150-09207-042;  serno: b849-11416;  pos cd: yellow.
19025,outboard rod end of blue pcl out of limits mrc-400 card 70.2.          
6019,main rotor head psi level low          
13687,blue main rotor head e-bearing has excessive eraser wear card d-120          
23334,worn bolts on black blade bumper assy.          
1950,mrh accumulator hyd fluid low          
9471,aft scissor has play.          
19879,centering socket loose on blue blade.          
4711,both nose landing gear tires are underserviced at 210 psi.
25389,scir change:  1xlmqq5.  black mrb tip cap no.3 screw has no hole on tip cap.          
26961,small hole on yellow t/r boot
3197,red/yellow tail paddle hole worn out of limits          
24021,yellow tip cap cracked (bd-95.1)          
19810,"forward scissor upper port shoulder bushing protrusion out of limits. minimum limit is 0.086 inches, protrusion measured at 0.085 inches.  abcd card 23.5          "
11702,blue blade fold harness (no. 2) needs to be replaced          
6341,main rotor head accumulator servicing low          
11299,main rotor head a-b vibrations ool.
25971,axial play on aft scissors.          
25468,blue mr blade tip cap srew sheared. all pieces accounted for.          
3207,auto ool.          
19803,remove and reinstall red damper          
27931,fwd expandable pin sleeve nicks out of limits.
18077,yellow blade fold motor siezed card 121.3          
594,scir change:  00gl5kd.  lh nose landing gear tire damaged. first layer of cross hatching exposed in tread along circumference of tire.
15725,"aft mrh scissor spherical bearings have wear, gouging and nicks.          "
17715,main rotor head hydraulic fluid low.          
620,rh nose landing gear tire found worn out of limits.
2869,spiral wrap broken on tr mag pickup wire at tr/gb cover. (cover is removed and in cabin)          
1086,rh outboard main landing gear tire found cut.          
16394,inflight vibes ool in all regimes.
4260,remove main rotor head accumulator to facilitate the replacement of the swash plate reinstall when maintenance is complete.          
9504,perform torque check on blue main rotor blade mount bolts due to non 110 cdqar signing off original discrepancy. refer to jcn q50199a04 for installation of main rotor blade.          
22406,tail rotor out of limits
1856,rh mlg and nlg tire pressure low          
19823,blue e-bearing ool. ref:a1-h60ca-mrc-400 card abcd-25
14940,yellow blade pitch free switch ntb adjusted and sealed.          
17880, black tail rotor boot torn out of limits. ac-70.3          
2529,yellow droop stop is worn out of limitls. card d-119          
5003,rh nlg tire worn beyond limits.
18352,mrh ool          
26256,red blade fold harness bracked broken.          
13917,fwd scissors have up and down play          
2601,right hand nose landing gear tire is worn out of limitations.          
8027,pitch beam nut safety wire loose
1473,main rotor head ng level in the red          
2757,red and black mrh dampers failed torque check verification on mcn 00jdcse and jcn qg0178338. refer to mcn 00jdcte and jcn qg0178377 for new rebased 9-13's.          
3923, right hand nose landing gear tire flattened due to valve stem being ripped out.          
5795,main rotor head fluid level low.          
16905,tail rotor vibes ool.          
20802,main rotor head accumulator low.
11924,tail ool          
18579,forward and aft scissor spherical bearings worn out of limits. card # 23.4          
192,two zip ties on yellow mrh elastometric bearing loose.
11153,aft scissor bushing worn ool.          
7158,mrh low          
2625,tail rotor vibrations out of limits          
9580,main rotor vibes out of limits          
500,main rotor head in the red.          
1802,rh mlg tires underserviced          
2909,perform t/r bias check          
3116,main landing gear struts are uneven causing the aircraft to sit sideways. rmlg strut overserviced.          
3193,landing gear control valve is leaking          
4898,rh nose tire worn out of limits
2509,hole in yellow tail rotor boot          
2743,mrh accumulator fluid low          
2585,left mlg interface assy has horizontal movement          
16050,tail rotor vibes out of limits.          
10506,main rotor head accumulator fluid level low. fluid: red / psi: 1400.          
20502,"safety wire blue, red, black and yellow pitch control links.          "
3447,mrh accumulator hydraulic fluiid guage in the red. mrc-100
21864,black and red damper teflons installed facing wrong direction          
26465,aft scissor lower link has side to side play.          
6328,install red tip cap as matched set due to replacement of red rotor blade.          
6450,install red main rotor blade assembly for pmi restoration.          
16815,blue tip cap corroded ool          
10857,d card 121. black mrh spindle detent hardware worn beyond limits.          
18251,main rotor head indexer cam teeth chipped. all pieces accounted for.          
19332,mrh accum hyd low          
8857,hole in yellow tail paddle boot          
25987,yellow centering sockets worn ool card d-112          
1819,nlg weight on wheels switch free spinning ***connector on no. 2 nlg wow switch was loose***          
12840,mrh accumulator in the red at 1500 psi          
3298,original:  4dnpacc.  wow disagree on take off
15068,install blue blade          
24642,#2 spindle thrust bearing is out of round greater than .005. mrc-400 d-120.          
18390,main rotor head accumulator has low fluid          
15704,red tail rotor boot cut          
17719,small gallop at 120.
19815,main rotor head accumulator hydraulics low          
19279,remove mrh red spindle hinge to fom replacement of blade fold motor. install when notified by maint cont.          
26669,black tail rotor blade abrasion strip missing.
23084,blue spindle bottom centering socket loose.          
25079,mrh final ground ool.          
17251,install main rotor spindle nut to document spindle change for high time tracking purposes.          
24772,"mrh low, 1250 psi.          "
21364,mrh accumulator low.          
12685,mrh accummulator hyd side low          
8615,main rotor head low.
3387,left main landing gear door forward outboard mount fitting broken.          
4607,right nose landing gear tire worn beyond limitations iaw navair 04-10-506
27865,remove tb-10 to facilitate replacment of mrh accumulator.  reinstall whne directed by maintnance control
20419,red tail rotor boot torn
21099,tail vibes ool          
3028,main rotor head accumulator servicing is low.          
6773,mrh aft scissor assembly ool. ntb replaced.
23360,tail rotor balance ool.          
16728,hole in red tail rotor blade boot          
22005,mrh ool          
9613,aft expandable pin worn
22719,mrh ool.          
3377,right nose tire is out of limits due to replacement of left nose tire          
14240,de pressurize mrh nitrogen to fom. service mrh when notified by maint control .          
7081,excessive wear on red lower pcr rod end bearings. mrc-400. card abcd-23.6.
3008,both rh mlg tires under serviced          
1415,admin install blue tip cap.          
4321,main rotor head servicing low.          
4175,7rb3 door clevis has play. no limits per ietm.          
17580,mrh accumulator hyd  low.          
12815,main rotor head servicing low          
21654,black main rotor spindle journal bearing inner race ool (pitting) d-121.1          
18634,main rotor head accumulator low.          
17297,"mrh autorotation out of limits. target is 117, actual autorotation speed is 121.          "
14815,blue tail rotor pitch control link bearing worn out of limits.          
7235,mrh ool
22104,black tail rotor blade boot has a hole.
14190,remove red main rotor blade
3952,under panel 1ls1 hydraulic lines leaking. lines are pink          
21743,blue tail rotor paddle found damaged during lightning conditional inspection.          
27161,main rotor head aft scissors have lateral movement.
2747,external landing gear down light burnt out.          
2324,rh ib mlg tire worn          
25646,main rotor head accumulator low.          
835,black damper safety wire in the neutral position
4995,black blade bim leaking
13810,yellow main rotor head hub liner chaffed          
19783,remove fwd/aft mrh scissors due to replacement of mgb assy on mcn 00je2x0. re-install wnbmc          
3575,nlg shock strut assy is leaking fluid and the lower seal is broke. apaf in airframes.          
6668,"red tail rotor blade tip cap rivet worn. ""abcd card-13.9 step 21.4"""
4380,"auto-rotation ool.  actual 114, target 117.          "
2294,yellow mrb tipcap wire mesh showing card 95          
3152,scir change:  2366745.  minor surface corrosion on the nose landing gear jacking point. drop dead : 20180312          
20153,black blade motor did not drive lockpins out. manually drove lockpins out with wrench. attempted to use bfts when lockpins retracted. the lockpins would drive in only 1/4 of the way in or out and motor would give out. finished folding blade with jacking b
26325,tail rotor vibes ool
19599,yellow blade lockpin dogbone safety wired incorrectly (loosing direction).          
13117,blue blade bim indicator non responsive to testing          
1233,rh wow switch #1 posted f(p) id)4a98     1)6023     2)0521     3)4980
4261,main rotor head hydraulic side low          
423,rh main landing gear door strut interface assembly worn          
9208,mrh hyds low
11394,tail rotor vibes ool
17887,blue blade pitch lock are not seated properly          
2109,aft main rotor swashplate spherical bearing worn.          
12835,(abcd 23.5)  aft scissor bearing worn
27722,yellow mrh blade severe surface corrosion found near tip cap
4275,centering socket loose
1340,abrasion  strip on red tail rotor blade is missing. mrc 300 card 11.12 refer to mcn: 1wdagkn jcn: q40199147          
17472,perform full mrh accumulator bleed and service due to 3 consecutive rtb fails in the 120 kt regime.          
2752,outboard retention plate pilot bushing worn ool.
2925,brakes barely work.  left side is worse than right side          
19318,install all 4 main rotor blades.          
17226,scir change:  00jcrsf.  black mrh blade fold bumper pad delaminating.          
3579,l/h ib brake seized.          
8346,mrh in flight vibes ool
3136,mrh overserviced          
8772,yellow spindle elastomeric bearing worn out of limits.          
25269,"when attempting to fold, main rotor does not index.          "
15385,"fwd mrh scissor spherical bearings have wear, gouging and nicks.          "
15525,rotate tr striker          
2777,lh shock strut pressure low.          
13819,aft scissosrs bushing worn ool card abcd-23.5          
7880,tear in red tail rotor blade boot.
19062,blue blade fold harness outer jacket broken all the way through. corrosion found inside of harness.          
15093,hole in red tr boot near outboard zip tie bridge          
45,low tire pressures on all 6 tires.          
1199,"nosewheel steering failure posted each time nose wheel lock was selected.  caution cleared when turning nose wheel lock back on, then off, then pfcs reset. **update: failure posted each time power steering was sellected. failed due to nose wheel steeringa"
597,red/yellow tail paddle nickel abrasion strip worn ool          
15569,yellow blade trim tab cracked.          
16698,vertical and lateral play in forward scissor assembly. mrc-300. card 24.
4682,"brakes on both left and right side very weak and required pumping to get enough pressure to stop aircraft when taxiing.  brakes did hold once parking brake set. **update** replaced maint pump circuit breaker. ramp, door and back up brake system now operat"
10788,yellow droop stop brackets severely corroded.          
383,all four main landing gear tires are underserviced.          
11876,tail rotor ool.          
6511,one zip tie not installed on blue rotor blade spindle assembly
2362,red main rotor head damper seal leaking where piston goes into housing.
19691,mrh pegged          
26634,"main rotor index ""stove pipe"" bolt broke off in mgb while torqing. all pieces are accounted for and in the 220 shop.          "
27098,remove and replace component nomenclature mrb tip cap assy;  part no: 70150-09207-042;  serno: b849-16847;  pos cd: blue
6022,admin:  remove yellow  tip cap due to match set.  refer to mcn 00jfldb for  yellow blade maf
13200,main rotor vibes out of limits          
27812,remove mrh black blade for pmi prep rwnbmc upon return from pmi
2207,rh main landing gear shock strut pressure low.          
248,inboard and outboard bearings on red mrh damper ool. found on phase d card d 112.2
4502,right outboard mlg tire tread worn beyond limits.          
8146,mrh hyds on red
9874,blue tail rotor paddle boot has a hole.          
19635,blue tip cap screws #6 parts          
22367,tail rotor boot torn.
18526,blue droop stop heater and pin is separating and safetywire is missing. refer to mcn: q30351218 for fod search          
27658,remove mrh indexer for pmi. reinstall when notified by maint. control.
13133,hole in red tail rotor boot.
14450,crack on red/blue mrh bifilar support bushing. needs further inspection card abcd 23.2
20334,yellow and black lower centering socket loose.
20415,original:  46si6df.  scir change:  46si65x.  automatic blade fold inop          
15353,d-112.2 blue mrb damper bearings worn
23477,abraision strip on red paddle worn out of limits.
15332,mrh blue blade lwr ctr socket has play          
12289,replace blue main rotor spindle nut as match set with mrh spindle.  d-121.6          
15995,forward and aft scissor bearings out of limits  card abcd- 23.4          
17202,main rotor head accumulator hyd pressure is low          
606,left hand main landing gear tire is worn          
9128,yellow inboard damper bearing ool.
10322,red tail rotor outboard pcl locking teeth not aligned into groves.
26828,mrh accumulator low.
13915,main rotor head ool          
558,main rotor head low          
5989,main rotor head yellow blade  damper leaking fluid          
19905,inboard blue damper bearing ool card d-112.2          
24829,red tail rotor blade erosion strip missing.          
12302,excessive verticle play in forward scissor assembly.          
8985,worn hardware on blue tip cap.          
20568,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-03567;  pos cd: black
7355,blue upper pcr bolt torque check failed.
2959,rh mlg outboard tire pressure low at 90psi          
2801,lh nlg tire tread is excessively worn.
2333,disconnect tb-10. reconnect when notified by maintenance control.
20675,blue blade upper centering socket is loose          
16038,missing bolt on black blade de-icing harness. refer to jcn qv0063569 for fod search          
2775,left hand main landing gear inboard and outboard tires low pressure.          
25141,blue lower centering socket safety installed incorrectly.          
13937,reduction gear house worn gaskets card d-121.3          
17936,blue spindle gouged ool. card 23.          
15222,red mrh damper fell off aircraft.          
16851,card abcd-13.9 worn rivet on blue and black tail paddle tip caps.          
2740,hole found in blue tail rotor boot
3631,remove and replace component nomenclature pneumatic reservoir module;  part no: 901-380-501-103;  serno: 186          
1260,landing gear overspeed posted in flight. max speed was 155 knots on download.
3022,lh nlg tire out of limits
16452,perform ground vibes due to inboard retention plate retorque          
14320,fwd scissor spherical bearing has excessive play. abcd-23          
14605,"red upper and lower main rotor blade tip cap screws worn. card bd-95 a/c time now: 4,186.0          "
21600,tip cap screws worn.          
2258,aft scissor bearing ool.          
11287,during preflight checks black blade drops.          
13626,blue mrh droop stop springs worn          
24527,tail rotor vibe ool
4571,mrh ool          
18475,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-03835;  pos cd: yellow          
3081,low mrh accumulator in the red          
8589,parts only maf ***spindle build up***
26953,black bim showing black.
18648,main rotor head hydraulic fluid level low (red). see mrc-100 card 47.1.          
21941,mrh low
13049,main rotor head ground  vibes out of limits          
22051,blue damper outboard bearing ool          
2134,tail balance vibrations out of limits          
15766,blue lower centering socket has play.
3221,mrh accumulator hydraulic fluid level is pinned to the right on the gauge / over serviced.          
10051,tail rotor indexer will not retract.
25852,red droop stop attaching hardware corroded.          
2911,right nose landing gear tire worn
24052,"mrh rotating swashplate spherical bearing for aft scissor is worn. mrc-400, card-23.4          "
23370,"torn tail rotor boot, black blade.          "
22098,red mrb found crack and delamination in skin on bottom side at station 64.          
2054,"rh nlg tire has cut on tread exceeding 4/32"""
17905,mrh vibes ool          
14626,perform tail rotor vibration analysis due to replacement of tail rotor slipring.          
2743,lh nose landing gear tire worn beyond limits
8813,fwd spherical bearing worn ool. card abcd-23.4
7450,tail rotor mag pickup needs to be adjusted
12295,yellow blade centering  socket top and bottom loose.          
13468,main rotor head over serviced.          
9506,tail rotor balance vibrations out of limits.          
6067,cannibalized item: 150-400 f0003-00 it#34  bolt (ddsn: 8312gv67) for modex 21 original mcn: 1xlmfc4          
27311,chipped paint on tops and bottoms of all pcrs
25416,mrh vibes ool          
