,CORRECTIVE ACTION
2105,"serviced mrh accumulator to 1500psi and 2nd green iaw a1-h60ra-gai-000. area clean and fod free. ambient temp: 14 degrees celcius, a/c hours: 235.3  "
10598,adjusted all mrh pcr's 12 clicks in the negative direction iaw a1-h60rs-vib-200. area checked fod free and secure. refer to mcn: 27pcn7y for 9-13 hour torque checks.
21335,"repaired yellow main rotor blade tip rib in accordance with a1-h60ra-srm-000 wp 015. area secure, corrosion and fod free.  verified tip cap is installed and sealed. installation of tip cap done by workcenter 12c.  "
6251,performed post phase ground vibes. all vibrations within limits iaw vib-200. area secure and fod free. pema 6fksa76012.  
11880,"serviced main rotor head accumulator to second green, 1450 psi oat 20 celsius. a/c time now 1916.8. area clean and fod free.  "
8492,removed and replaced blue main rotor blade damper iaw 150-300. refer to jcn:q65171205 for 9-13 damper tq checks. area fod free and secure.  
9565,removed and replaced forward scissor bearing iaw a1-h60ra-150-300. area secure and fod check complete.  
813,"installed l/ maintainer strut correctly iaw sss; 3210 aff, ataf, apaf used pema 42"
4562,"serviced mrh accumulator iaw gai-000. serviced hyds to yellow and nitrogen to psi 1600. ambient temp 13 celcuis. flight hours 2,906.5. condition inspection required. area clean and fod free. pema 6fksa75955  "
848,"serviced mrh accumulator iaw gai-000. hyd side: mid high green, nitrogen side: 1400 psi, a/c ambient temp: 20 degrees celsius, a/c flight hours: 1727.800. area secure and fod free at the time of inspection."
7538,removed and reinstalled red mrh blade and red spindle iaw a1-h60ra-150-300. area is secure and fod free. re-shimmed elastomeric bearing. all checks good. pema 8884
11674,removed and replaced forward swashplate scissor bearing iaw 150-300. area secure and fod free.  
1381,"serviced mrh accum iaw gai-000. hyd side high green, n2 side 1600 psi, oat at 18¿c, and a/c flt hrs at 2018.0. refer to mcn: 00jdduw for excess damper leakage conditional. area secured and fod free.  "
1178,removed and replaced outboard main landing gear tire iaw sss3240 apaf ataf aff
20487,removed and reinstalled pitch beam retaining nut iaw a1-h60ra-150-300. torqued nut to 79 ft/lbs insert screws and safety wire. area secure and fod free at the time of inspection. a-time 3250.4 pema 76304 refer to jcn: q20186759 for 9-13s on pitch beam ret
15910,serviced mrh accumulator to high green at 1600 psi iaw a1-h60ra-gai-000. temp: 30 degrees celcius. time now: 313.7. area fod free and secure.  
25933, performed mrh ground vibs iaw a1-h60rs-vib-200. all vibs with in limits. area secure and fod free at time of inspection.  
20049,performed post phase ground vibes iaw vib-200. all checks good. area secure and fod free at time of inspection.  
3515,inspected blue tail rotor paddle boot iaw a1-h60ra-srm-000. seal tail rotor boot. area clean and fod free. used pema s/n 6762.  
1196,removed and replaced rh nose landing gear tire iaw sss 3240 pema used 04459 ataf apaf aff
824,"serviced nlg, lh and rh mlg tires pressure iaw sss3240. all tools accounted for. all parts accounted for. area was cleaned and free of fod. used pema 67331  "
20094,adjusted blue pcr positive 10 clicks and yellow pcr negative 3 clicks iaw a1-h60rs-vib-200. area checked fod free and secure.  
22902,serviced mrh accumulator to high green iaw: a1-h60ra-gai-000. nitrogen is at 1350. oat is 11 degree celcius. aircraft hours now 767.9. area fod free and secure  
11493,cotterkeyed yellow pcl iaw: 150-300.  ad1 beasley witnessed torqueing of yellow pcl iaw: 150-300. area clean and fod free at time of inspection.  
6486,serviced main rotor head accumulator iaw gai-000 wp7. ietm1089. area secure and fod free.  
9832,removed and replaced red and blue damper bearings iaw a1-h60ra-150-300 area secure and fod free pema 6647. refer to mcn 1m6v46n and jcn bl2136a00 for damper instaltion  
2796,removed and replaced lh inbored main landing gear wheel/tire tire assembly iaw sss 3240 apaf ataf aff.  
15161,added 96 oz to blue blade iaw vib-200. area is secure and fod free at time of inspection.  
3308,"serviced  mrh accumulator using hsu 270 navy class 0 iaw a1-h60ra-gai-000. hydraulic side in the high green. nitrogen side: 1650 psi. ambient air temp: 28 degrees celcius. a/c time now 2831.6 all checks good, area secure and fod free at time of completion"
22307,removed and replaced black damper bearing outboard bearing iaw 150-300. area secure and fod free. pema s/n: 26120  
15523,retorqued red damper outboard bolt iaw 150-300. refer to mcn 1h09235 for new 9-13 torque check. area secure and fod free.  
9992,removed and replaced blue droop stop cam iaw 150-300. area secure and fod free at the time of inspection. pema 76544.
9348,"inspected mrh accumulator iaw gai-000. servicing is good 2/3 in the first green 1550 psi. no futher action required. area secure, clean, and fod free. pema 6fksa75963  "
6631,removed and replaced blue tail rotor boot iaw a1-h60ra-150-300. refer to mcn: 27pckrt for 9-13 hour torque check on pcl hardware. area checked fod free and secure.
25780,"serviced main rotor head to the first green @ 1500 psi, oat is 12 degrees c, a/c time: 1076.5. iaw a1-h60ra-gai-000. area clean, secure and fod check complete. pema 71ksa26049.  "
19578,installed new outboard retention plate iaw: 150-300. area secure and fod free. refer to mcn: 40ba0ql for 9-13 torque check.
15121,serviced black main rotor blade iaw a1-h60ra-150-300. bim indicator indicates all white. area secure and fod free at time of completion.  
11717,performed tail rotor balancing check tr balance clould not be achieved. refer to mcn 2e4g2rp jcn am0096311 for all completed trouble shooting and maintenance. area clean and fod free ataf.  
5492,serviced mrh accum. iaw gai-000. hyd fluid is navy class 0. hyd. service: high green nitrogen 1500. oat:14c.a/c flight hours:3410.4. initial servicing due to phase d. no conditional required. area secure and fod free.  
7061,"serviced mrh accum. to 1600 psi, yellow iaw gai-000.  oat 30 c.  checks good.  area secure and fod free at time of completion.  pema sn 76322. current flight hours 3521.9."
27035,
7701,"cleaned, prepped, and applied abrasion strip to blue tail rotor blade iaw srm-000. pema 76322. area fod free and secure."
24358,addeed 200 grams to quadrant 4 and 34 grams to quadrant 3 iaw vib-200. area clean secure and at time of inspection.  
14,removed and replaced red upper pcr bearing iaw 150-300. area secured and fod free.
10718,"serviced mrh accumulator to high green iaw gai-000. nitrogen pressure: 1350 psi, outside air temp: 12  celsius, aircraft time now: 3505.8. area secure and fod free at time of inspection.  "
9289,re-shimmed yellow lower centering socket iaw 150-300. area fod free and secure.  
6425,removed and reinstalled all main rotor dampers iaw 150-300.  area secure and fod free.  transaction code should be 12.  
3276,adjusted all pcr's up 16 clicks iaw vib-200. torqued and safety wired. area secure and fod free.  
13619,"adjusted main rotor pcr's; blue up 14, yellow down 1, iaw vib-200. area secure and fod free.  "
1695,mrh accumulator is ool iaw a1-h60ra-150-300. refer to jcn qv0333179 for removal and replacement of mrh accumulator. area secured. fod check complete .  
10554,installed safety wire on yellow blade schrader valve iaw 110-500. torque checks good. area secure and fod free at time of inspection.  
8419,recieved parts refer to jcn: bz0096162 for full bleed and service. area secure and fod free. pema 7603
2884,duplicate maf refer to mcn 2a1bthu for replacement of tire.  
5076,
6552,"inspected and verified mrh accumulator within limits iaw gai-000. hyd level on low green, nitrogen pressure 1550 psi, and oat 20 degrees celcius. area secure and fod free at the time of completion."
3760,serviced main rotor accumulator iaw a1-h60ra-gai-000 wp 007. pema # 53119. area clean and fod free.
10907,removed and replaced black blade fold motor iaw 150-300. area fod and corrosion free. pema s/n: 6cksa67610.  
21304,removed and reinstalled beanie iaw 410-300. refer to mcn 16plj7k for sealant application. area fod free and secured. pema sn 6478.  
4530,"serviced rh nlg tire iaw sss 3240. ataf, apaf, aff. used pema 67331  "
20854,inspected blue mrh damper iaw 150-300. blue mrh damper is within limits. area secure and fod free at time of inspection.  
25226,adjusted yellow lower centering socket to within limits iaw a1-h60ra-150-300. pema 6fksa76335. area clean secure and fod free  
10143,"serviced mrh accumulator to 2nd green, and 1500psi iaw a1-h60ra-gai-000. area clean and fod free. ambient temp: 30 degrees celcius, a/c hours: 3868.1  "
7283,removed and replaced mrh damper iaw 150-300. checks good. area secure and fod free at time of inspection.  
25207,"replaced worn hardware on black mr damper iaw a1-h60ra-150-300- wp 016-00 torqued bolt to 146 ft lbs, torque wrench s/n: 0318114212. area fod free and secured at time of inspection  "
21684,serviced main rotor head accumulator iaw gai-000. serviced hyd: second green nitr: 1650 oat: 27. area secure and fod free. pema 62051 current aircraft hrs:  278.6  
5031,"serviced mrh using hsu 309 navy class 0 iaw a1-h60ra-gai-000. all checks good. hyd mid high green, nitro 1600 psi, oat 28, a/c hours 2433.0. area clean and fod free at time of completion. refer to mcn: 27pcjxt for conditional inspection."
1157,removed and replaced rh nlg tire iaw sss 3240. ataf. apaf. aff.  
14417,"serviced rotor head accumulator to high green and 1600 psi iaw gai-000. oat: 21 degrees c. navy class 1, lfh: 1789.9, cfh: 1791.6.  "
15342,"serviced rotor brake to 580 psi, limits 450-690 psi, iaw a1-h60ra-gai-000. area fod free and secure at time of inspection.  "
24630,installed upper and lower blue pitch control rod bolts iaw a1-h60ra-150-300. ara secured. fod check complete  
15661,removed and replaced blue inboard and outboard damper bearings iaw h60ra-150-300. area secure and fod free. refer to mcn: 1v4zkcr for 9-13's  
21731,removed and replaced both bearings on blue blade damper iaw 150-300. service check is good. area clean and fod free.  
3082,"serviced main rotor head to 1500psi, high green iaw gai-000 using hsu 204 (navy class 0) and wab s/n: 0127. o.a.t 17 degrees celcius. a/c time now: 1390.80. a/c time last serviced: 1390.8. area fod free and secure. refer to jcn: q40092420 for conditional."
13693,"serviced main rotr accumulator to top of yellow / 1600 psi in accordance with 1a-mh60ra-gai-000. area is clean, secure and fod free. pema s/n: 6fksa76013. oat: 25 acfh: 1268.2 see jcn: b20052090 for excess damper leakage conditional inspection.  "
9335,removed and replaced all lower centering sockets in accordance with a1-h60ra-150-300. area secure and fod free. pema serno used: 1bkya54250.  
5074,added 56 grams to quad two  and 67 grams to quad three iaw vib-200. area secure and fod free.
17950,"performed tail rotor 3 degree bias check iaw a1-h60ra-140-300. adjustments made to red and black pcl's. blade angles as follows yellow: 2.9, blue: 2.9, black: 2.7 to 3.0, and red: 2.7 to 3.0. area secure and fod free.  "
12110,"serviced main rotor head accumulator hydraulic side to middle of the 2nd green @ 1550 psi, a/c time is 993.5, oat is 19 degrees c. pema 31 s/n: 6fksa73013. area is clean, secure, and free of fod.  "
559,removed and replaced right nose landing gear iaw sss 3240. ataf apaf aff.  
6945,removed and repkaced red outboard iaw:a1-h60ra-150-300. area secure and fod free.
7872,mrh accumulator within limits iaw a1-h60ra-gai-000. no maintenance required.  area secured and fod free.
24557,removed and replaced red blade fold actuator iaw 150-300. area fod free and secure.  
15379,serviced main rotor head hydraulics side iaw gai-000; area secure and fod free. pema 7924. hyd: 2nd green  nitr: 1500  oat: 13 a/c hrs: 1898.0  
23552,removed and replaced aft expandable pin iaw 150-300. area secure and fod free at time of inspection.  
25652,ajusted red pcr -6 clicks iaw a1-h60rs-vib-200. area secured and fod free.
13495,removed and replaced worn upper black pcr bolt iaw a1-h60ra-150-300 to comply with afb-0299. fod inspection completed. area secured.  
593,"replaced right main landing gear inboard tire iaw sss:3240 ataf, apaf, aff. pema7  "
18923,patched tail rotor abrasion stip iaw srm-000. area secure and fod free.  
26693,removed and replaced worn blue trb rivet iaw: a1-h60ra-150-300. area fod free and secure at time of completion.
1552,serviced mrh accumulator in accordance with a1-h60ra-gai-000. serviced to high green @ 1650psi. serviced with hsu s/n: 262; navy class: 2. ambient temp: 26'. aircraft time: 3098.0. conditional required. refer to mcn: 27doyvb. all checks good. area secure 
14515,serviced main rotor black bim using bim box s/n 00016 iaw 150-300. checks good.  area fod free and secured at time of inspection.  
16941,repaired tr boot iaw: srm-000 and replaced clip and zip tie iaw: 150-300. area secure and fod free.  
2462,deserviced rh main landing gear low pressure iaw sss 3201 utilizing pema 99989. ataf apaf aff  
22998,"serviced mrh accumulator iaw gai-000. hyd lower second green. nitrogen: 1650 psi, oat: 27 degrees celcius, current aircraft hours: 578.300. area secure and fod free at time of inspection. pema used 27901.  "
11251,"removed and reinstalled blade index shaft, adel clamps, and main rotor slipring wiring in accordance with a1-h60ra-260-300. deice operation checks good in accordance with a1-h60ra-410-200. refer to mcn:249vsui for completion of eot test. area clean, secur"
4701,removed and reinstalled black damper iaw 150-400. area secure and fod free at time of inspection.  
4161,"performed drive train inspection iaw a1-h60ra-260-300. disk brake was found to be warped. refer to mcn: 249v6sm for discrepancy.  area clean, secure and fod free. pema 4ctsa99253.  "
304,bleed and serviced mrh accumulator utiliing hsu 144 navy class 0 iaw the gai-000. nitrogen:1600 hyd:second green oat: 32c a/c hours:2219.7 areasecure and fod free. pemal6fska76269  
12938,refer to qv3200116 for full installation of black spindle assy. area secure and fod check complete.
27528,
7823,performed post pmi initial ground vibes. vibs within limits iaw vib-200. fcf# 05-19-002. area secure and fod free.
20370,adjusted main rotor flight controls to bring flight controls within limits iaw 140-300. area secure and fod free.  
5740,resafety wired black upper pcr jam nut iaw 150-300. area fod free and secure at time of inspection.  
21809,replaced mrh accum nitrogen gauge iaw 150-300. area secure and fod free.  
23080,"removed and replaced black blade droop stop iaw a1-h60ra-150-300. utilized pema 6fsa76249. area clean, secure, and fod free.  "
382,serviced rh ob and ib mlg tires to proper pressure iaw sss 1210. used pema 67326. ataf apaf aff.  
7999,seviced the main rotor head accumulator iaw gai-000. nitrogen 1450psi. hydraulic side high 2nd green. ambient air temp is 86 degrees fahrenheit. current flight hours 3004. pema sn 2828. ataf. area clean and fod free.
16191,removed and replaced yellow fold hinge bolt iaw 150-300. area secure and fod free. pema s/n: 6cksa67610.  
4263,serviced rh mlg shock strut iaw sss 1210. ataf apaf aff. pema 2115.  
19634,serviced main rotor head accumulator to 1500 high green using hsu s/n: 210 (navy class 0) and n2 walk around bottle s/n: 00127 with an oat of 29 degrees celcius in accordance with gai-000. aircraft time last serviced: 1031.6. aircraft time now: 1070.6. ch
5370,"performed bleed and service on main rotor head accumulator  due to removal and replacement of all four dampers to 1500 psi, and bottom of the second green, iaw a1-h60ra-150-300 and a1-h60ra-gai-000. flight hours 1,120.600. ambient outside temperature is 8"
3788,"serviced main rotor head damper accumulator hydraulics iaw a1-h60ra-gai-000. hydraulics: middle top green/1450 psi nitrogen. area is clean, secure, and free of fod. pema used: ohkya16969. 1559.4 is the current ac time. oat: 75 'f.  "
2969,measured fwd swashplate scissor bearing play iaw 150-300. measured play at .018. play within limits. area secure and fod free at time of inpsection.  
21441,removed and replaced blue mrb iaw a1-h60ra-150-300. area secure and fod free at time of inspection. refer to mcn: 46siweg for ground vib maf. mcn: 46siwnv for inflight.  
2125,"removed and replaced rh nlg tire iaw sss 3240. ataf, apaf, aff. used pema 01.  "
10267,removed and replaced red droop stop iaw a1-h60ra-150-300. area secure and fod free.  
3416,"adjusted pcr's: yellow down 4.0 clicks, black up 7.0 clicks iaw a1-h60rs-vib-200. area secure and fod free. pema s/n: 48884."
3974,stabilized outboard retention plate nuts iaw a1-h60ra-150-300. all checks good. area secure and fod check complete.  
13184,"serviced mrh accumulator iaw gai-000. hyds: high green, nit: 1400 psi, and oat 14 degrees celcius. a/c hours of 3354.50. area secure and fod free at the time of completion.  "
22643,"serviced mrh accumulator to 1650 psi and high green iaw:a1-h60ra-gai-000. area secure and fod free at time of inspection. oat 27 degrees celsius, a.c flight hours 1786.5. used hsu 216 navy class 0.  "
11290,"removed and replaced tail rotor boot zip tie iaw a1-h60ra-150-300. checks good, area secure and fod free at time of inspection. ***correction: trans:12; action taken: b; index: h r p/n ms3367-6-0; qty 1***"
2170,removed and replaced red outboard damper bearing iaw 140-300. area secured. fod check complete.  
9689,removed and replaced worn screws on blue mrh tip cap iaw 150-300. refer jcn: qg0275231 for 9-13 torque check. area clean and fod check complete.  
24320,verified torque and  applied tq stripe on all pcls iaw 150-300.area secured and fod free.  
20263,all parts received from supply. refer to mcn-1n3okof / jcn-b00044a00 for installation as per phase 'd' inspection. area is secure and free of fod at time of inspection.  
26365,adjusted tail rotor zip tie iaw: 150-300.  area secured and fod free.  
9368,"removed, replaced and etched new pcr botls iaw 150-300. area fod free and secure.  "
14508,"removed and replaced red, blue and yellow lower centering socket hub liners iaw:  a1-h60ra-150-300.  area secure and fod free.  pema s/n:  8061."
1241,utilized pema 2181. correctly installed rh mlg apex pin hardware iaw sss 3210. ataf apaf aff.
4549,removed and replaced worn lh nnlg tire iaw sss 3240. ataf. apaf. aff.  
12308,removed and replaced inbd and outbd main rotor damper bearings iaw a1-h60ra-150-300. checks good. area fod free and secure.  
24783,reshimed aft upper scissors within limits iaw 150-300  tq to 83-167 ft lbs with tq wrench  s/n 1127  
18963,mrh serviced iaw: a1-h60ra-gai-000. area secure and fod free at time of last inspection. serviced to 1650 high green with hsu 216 navy class 3 oat 29 degrees celcious current aircraft hours 2252.5. conditonal inspection mcn: 26xjedv. no defects noted all 
923,"removed and replaced lh nose tire and wheel assembly (new sn: xw-1874) iaw s/s/s 3240. new tire serviced to 260 psi per dimenson x. used pema 4dtya02124, ataf, apaf, and aff.  "
26888,removed and replaced outboard retention plate iaw: 150-300. area secure and fod free at time of inspection.
5491,serviced mrh accumulator hyd side iaw a1-h60ra-gai-000. hyd side top of high green. nitrogen pressure is 1650 psi. ambient temp is 29 degrees celcius. acft flt hours are 1598.5. area clean and fod free at time of inspection.  
16797,removed and replaced black tail rotor blade tip cap iaw a1-h60ra-150-300. area fod free and secure.
12947,removed and reinstalled main rotor head iaw 150-300. area is fod free and secured. refer to mcn: 00cdsdm and 00cdsdn for ground vibes and inflight vibes. pema s/n: 6cksa67512  
23988,removed and replaced mrh accum bleed plug iaw 150-300. refer to the jcn: q40149a00 for mrh full bleed and service. area fod free and secure.  
9199,serviced mrh iaw gai-000 nitrogen 1500psig high green at 13 degrees celsius. area secure fod free at the time of inspection.  
15906,serviced main rotor head accumulator iaw gai-000. hydraulic guage is 2nd green. nitrogen pressure is 1500 psi. current flight hours is 2156.3. ambient air temp is 10 degrees celcius. area secure and fod free. pema s/n 2755.  
21763,removed and replaced blue lower lockpin bearing iaw 150-300. area secure and fod check complete at time of inspection.  
7673,"serviced the mrh accumulator iaw gai-000, ietms a01089. area clean and free of fod.  "
24682,"performed the following adjustments iaw vib-200.  adjusted yellow pcr-down 3, black pcr-down 1. area fod free and secure at time of inspection. pema#7iksa25261. refer to jcn: b20154317 for 9-13 yellow pcrtq check and jcn:b20154318 for black pcr trq check."
8458,serviced mrh accum. iaw: a1-h60ra-gai-000. hyds 2nd green 1550 psi. oat 19. aircraft hours 1903.8 pema: 6647. area secure and fod free.
2141,removed and replaced all four damper line qd's iaw 150-300. area secure and fod free.  
3997,serviced tires iaw sss 1210. used pema 67330. ataf apaf aff
3290,removed and replaced yellow main rotor blade fold hinge iaw 150-300. pema 4ktya45034. ataf. area clean and fod free.  
10477,removed and replaced main rotor blade bumper iaw a1-h60ra-150-300. area secure and fod free at time of inspection.
1999,cannibalized drag strut iaw sss 3220. ataf apaf aff pema 73333  
13872,inspected aft scissors iaw 150-300. lateral play at .005. limit is .012. vertical play at .024. limit is .033. all checks good. area secure and fod free.  
1699,removed and replaced tip cap rivets iaw srm-000. tip cap did not need to be removed to facilitate this repair. area secure and fod free.  
25562,performed tail rotor adjustments to tail rotor quadrant1 and quadran2 iaw vib-200. added 36 grams to quadrant 1 and 70 grams to quadrants 2. area fod free and secure. tq wrench s/n 500936.  
8044,added 16 grams to tail rotor quadrant #1 and added 136 grams to tail rotor quadrant #4 all iaw a1-h60rs-vib-200. area secure and no fod found at time of inspection.
25296,tail health ool due to tail balance ool. refer to mcn: 00jey5d for corrective action.  
14687,removed and replaced fwd scissor to swashplate spherical bearing iaw:150-300. area fod free and secured.  
27092,
4780,removed and replaced lh nlg tire iaw sss 3240. ataf apaf aff. used pema 76580.  
14616,"adjusted red pcr +14 clicks and blue pcr -10 clicks to bring vibrations within limits iaw vib-200. refer to jcn: qg0212a01, mcn: 00jbidg for post phase ground vibes. area secure and fod free at time of inspection.  "
24903,repaired black tail rotor boot iaw srm-000. area secure and fod free.  
3524,removed and re-installed yellow spindle assembly to facilitate replacement of elastomeric bearing iaw 150-300. torqued. all checks good. area secure and fod free at the time of inspection.
20545,"removed and replaced pitch beam retaining nut set screws iaw a1-h60ra-150-300, area secure and fod free at time of inspection. ***correction*** discrepancy block: pitch beam retaining nut set screws are worn ool. ac-70.7  "
18378,removed and replaced blue mrh droop stop iaw a1-h60ra-150-300. area secure and fod checks complete.
22576,removed all previous t/r weights due to tail balance out of limit. then added 48 grams on quadrant 1 and 13 grams on quadrant 4 iaw a1-h60rs-vib-200. area fod free and secure.  
23930,performed ground vibes iaw a1-h60rs-vib-200. vibes within limits. area is secure and fod free. pema 6fcks76279
26983,fully bled and serviced main rotor head accumulator iaw gai-000. pema #26167. area secure and fod free at completion.
13768,installed blue tip cap iaw 150-300. area secure and fod free.  
20921,removed and replaced yellow hub centering socket iaw 150-300. area fod free and secure.  
19566,inspected mrh iaw gai-000. mrh with limits. no further action required. area secure and fod free. pema 6cksa67650.  
22874,inspected fwd and aft scissors iaw: a1-h60ra-150-300. movements within limits. checks good. area fod free and secure at time of inspection.  
22150,re-applied torque stripe to yellow and blue damper bracket mount bolts iaw 150-300. pema s/n: 6fksa75963. area clean secure and fod free.  
9344,performed post phase ground vibes iaw  mrc-400 and vib-200. all grounds check good. area fod free and secure. pema:1  
26975,ambiant temp checks good regarding accumulator servicing gauge iaw gai-000 pema# 2828. area clean and fod check complete.
23590,"serviced mrh accumulator iaw gai-000. hyd level on yellow, nitrogen pressure 1500 psi, and oat 19 degrees celcius. a/c hours of 3,804.50. area secure and fod free at the time of completion.  "
11985,performed 3.0 bias check. check was out of limits. made adjustment to all pitch control links iaw a1-h60ra-140-300. area clean secure and fod free. pema 6fksa76277  
11306,"performed tail rotor adjustment, added 126 grams to quadrant 1 and 69 grams to quadrant 4 iaw a1-h60rs-vib-200. area secure and fod free at time of inspection."
25732,installed yellow centering socket iaw: a1-h60ra-150-300. refer to mcn: 1v4zext for spindle and hinge installation. area secured and fod free.  
9944,performed torque and installed cotter keys on all lower pcr attachment hardware iaw 150-300. area clean and fod free at time of inspection. pema s/n:6fksa76239.
10723,removed and replaced aft scissor assy. iaw 150-300. area secure and fod check complete.
3395,installed 60 grams on quadrant 1 and 77 grams on quadrant 2 of tail rotor iaw a1-h60rs-vib-200. area fod free and secure.
2290,removed and replaced left hand nose landing gear torque tube fitting iaw sss:3220. ataf. apaf. aff. all tfoa watch list items accounted for.  
3703,removed and replaced lateral swashplate link iaw 140-300. area clean and fod free. pema s/n: 6cksa75997.  
18453,"serviced main rotor accumulator, hyds navy class 0 high green, n2 1550, oats 16 c. current flight hours: 1755.5. hours flown since last servicing: 19.1. no conditional required iaw gai-000. area secure and fod free. pods s/n; 00183  "
23153,"inspected mrh accumulator iaw gai-000; hyd side in yellow. nitrogen reading 1300 psi, nitrogen within limits. temperature 8 degrees celcius. pema 6fksa75955. area secure and fod free.  "
127,removed and replaced worn rivet black tail rotor blade tip cap iaw 150-300. area fod free and secure.  
219,"removed and replaced right hand nose landing gear tire (new sn: xw-1365 ) iaw s/s/s 3240. both nlg tires are serviced with nitrogen to 260 psi per dimension-x and ambient temperature. used pema 4gtya18876, ataf, apaf and aff.  "
2924,added 217 grams to quad 1 and 68 grams to quad 2 iaw vib-200. area clean and fod free. pema s/n:2828 fcf# 00-19-001  
23416,performed bim test on blue blade works as normal no defect.  
2322,work order closed out due to transfer new mcn: 1oo0rwh  
23340,removed and replaced #6 upper and lower tip cap screws on red main rotor blade iaw: a1-h60ra-150-300. all checks good area fod free and secure at time of inspection.  
13613,added 76 grams of weight to quadrant 2 and 62 grams of weight to quadrant 3 iaw vib-200. area secure and fod free.  
15940,installed red blade fold motor iaw 150-300. area secure and fod free. pema 6fksa67524.  
23780,serviced main rotor head accum iaw gai-000. area secure and free of fod. pema s/n used 27872.  hyds serviced to second green bottom. nitro 1500. oat 27 degrees celcius. a/c time now 706.600.  
24064,"removed and replaced fwd scissor bearing iaw 150-300. area clean, secure and fod free. pema s/n:6fksa76326"
11297,"removed and replaced fwd, aft, and lateral lvdt iaw a1-h60ra-150-300. blade fold op checks good iaw a1-h60ra-150-200. area secure and fod free at time of inspection. pema sn: 2dtya64048.  "
17475,"adjusted tail rotor iaw vib-200. added 192 grams to quad 1, and 66 grams to quad 2. area secure and fod free. used pema 3  "
4111,"cannibalized (buno: 166495 mcn: 4dnq14f) replaced lh master brake cylinder iaw sss 3240. problem still exists, for corrective action refer to mcn: 4dnq1de  "
13958,installed new scissor s/n: a421-10280 iaw a1-h60ra-150-300. area secure and fod free at time of inspection.
23592,removed and replaced yellow outboard damper bearing iaw 150-300.  area secure and fod free at time of inspection. pema: 27569.  
15050,adjusted mrh black pcr +5 and red mrh pcr +4 iaw vib-200. tq and safety wire red and black upper and lower pcer jamnut iaw 150-300. area secure and fod free. refer to 9-13 tq checks jcn pq6364585.  
21195,tightened down red blade fold harness bracket iaw 150-300. area secured and fod free. pema s/n: 76623  
8559,inspected black main rotor spindle lower centering socket and surrounding area iaw a1-h60ra-150-300 wp 004 00. no evidence of metal shavings were present during inspection. no other discrepancies were found. reccommend aircraft safe for flight. area secur
3375,"rh mlg shock strut serviced to meet dimension x requirements iaw sss 1210, lp 890, hp 1270 chrome 4 inches.  "
1554,troubleshot to bad landing gear control valve module iaw ietms sss:2921 task:2921bkfi  
23688,"replaced red damper hose and torqued to 160"" lbs. refer to jcn:wa7128085 for accumulator install and bleed and service.tw#0333  "
21718,performed ground vibes iaw a1-h60rs-vib-200. all vibes within limits. area is secure and fod free. pema 6cksa67524
23942,reseated cannon plug and adjusted actuator shaft of tail rotor indexer iaw 150-300. system op check good on deck iaw 150-200. area secure and fod free at the time of inspection.  
25202,inspected fwd and aft axial scissor play iaw 150-300.  fwd scissor axial play is 0.025 and aft scissor axial play is 0.024.  scissor axial play limit is 0.033.  fwd and aft scissors within limits.  area secure and fod free.  pema 6cksa67629.  
15369,removed and replaced incorrect safety wire on all pitch lock liner bolts iaw a1-h60ra-150-300 wp 8. area secure and fod free.  
13501,torqued bolt on detent washers iaw a1-h60ra-150-300. applied torque stripe. area secured and fod free at the time of inspection.  ***correction: qa required.***  
17682,removed and reinstalled red blade iaw 150-300. area secure and fod free. pema: 6007.  
26974,removed and reinstalled main rotor head accumulator to facilitate the removal and replacemnt of main rotor swashplate iaw a1-h60ra-150-300. performed full bleed and service iaw a1-h60ra-gai-000. serviced to yellow at 1600 psi at 30c. time now: 2661.8  are
13207,"removed and replaced red blade bim indicator valve lever iaw a1-h60ra-150-300. area is clean, secure, and fod free. pema# 1bkya54250  "
20948,blue mrh blade lower tip cap screws removed and replaced iaw 150-300. area secure and fod check complete. refer to jcn: qg0124192 for 9-13 tq checks on tip cap screws.  
19329,adjusted red pcr up 1 click and black pcr down 2 clicks iaw vib-200. pema: 6fksa76012. area secure and fod free.  
3905,"serviced mrh accumulator iaw gai-000. hyd level on yellow, nitrogen pressure 1450 psi, and oat 14 degrees celcius. a/c hours of 2,013.100. checks good. area secure and fod free at the time of completion.  "
10603,serviced black main rotor blade bim indicator to 9 psi  iaw a1-h60ra-150-300. area secure and fod free upon completion.  
11482,serviced tgb with 10 oz. of dod-prf-85734 iaw a1-h60ra-gai-010. area secure and fod free. pema number 76762.  
1264,removed and replaced rh nlg tire iaw sss 3240 ataf apaf aff. pema 06 was utilized
15832,installed red main rotor head blade iaw 150-300. area secure and fod free. pema s/n: 6cksa67609.
5883,removed and replaced tail rotor outboard retention plate iaw a1-h60ra-150-300. area is clean and fod free. pema 76762  
3644,removed and replaced black blade fold harness iaw 150-300. blade fold op checks good iaw gai-010. area is secure and fod free.  
20541,removed and replaced blade fold controlpanel iaw: a1-h60ra-150-300. op checks good iaw: 150-200. area fod free and secure during time of completion. pema: 76851.
3272,serviced lh mlg strut iaw sss 1210. pema used 67341. ataf apaf aff.  
12772,performed ground vibe analysis iaw a1-h60rs-vib-200. all required regimes within limits. area secured and no fod found at time of inspection.
6216,full assembly not recieved. refer to jcn: qy0240560 for y-code maf.
