,CORRECTIVE ACTION
11026,inspected movement on red upper centering socket iaw a1-h60ra-150-300. checks good. completed fod check and area secure at time of inspection.  
17299,verified torque on black blade detent washer hardware and reapplied torque stripe iaw a1-h60ra-150-300. no movement noted. all checks good. fod check complete and area secure at time of inspection.  
12611,admin installed main rotor blade tip cap for match set installation of black main rotor blade. refer to mcn: 00jdez3 for 9-13 hr torqu check. **corr: maf not qa required. refer to mcn: 00jdf19 for superseding tip cap install maf  
25511,"removed and replaced inboard and outboard bearings on blue damper iaw 150-300, area secure and fod free.  "
4242,removed and replaced red outboard damper bearing iaw a1-h60ra-150-300. area clean and fod free.  
3836,removed and replaced aft transducer iaw a1-h60ra-150-300. blade fold op checks good iaw a1-h60ra-150-200. area secure and fod free at time of inspection. pema 7iksa26265.
13691,removed and replaced all tip cap screws iaw a1-h60ra-150-300. area clean and fod free.  
429,left nose landing gear tire replaced iaw sss 3240. pema 76542 used. area fod free.  
7924,refer to jcn:  bl2264280
9786,serviced main rotor head accumulator to high green and 1500 psi iaw gai-000. oat reads 18c and a/c hours are at 3339.1. area secure and no fod found at time of inspection.  
13399,serviced main rotor head accumulator to high green and 1500 psi iaw gai-000. oat reads 22 c and a/c hours are at 4537.8. area secure and no fod found at time of inspection.  
23437,removed and replaced worn hardware on blued pitch lock reduction housing iaw 150-300. area secure and fod free.  
23732,"serviced mrh iaw gai-000.  hyds: high green, nitrogen: 1500 psi, 6 degrees c, 2528.7 flt hrs, navy class 1, pods sn: 00183. refer to jcn: q70072106/ mcn: 1gtifjb for excess leakage of damper/ conditional inspection.  area secure and fod free.  "
9385,corrected excessive play in fwd scissor lower link by shiming scissor iaw 150-300. area secure and fod free at time of inspection. pema 6cksa67610.  
11443,removed and replaced 4 worn rivets on red and black tail paddle iaw:a1-h60ra-150-300. area secure and fod free at time of completion.
14723,"main rotor head serviced to correct pressure of 1300 psi, hydaulics in the yellow using hsu s/n: 291 at an oat of 20 cels iaw a1-h60ra-gai-000.  current a/c time: 3268.2.  area secure and fod free at time of inspection  "
23510,removed and reinstalled blade deice distributor iaw 410-300. area fod free and secure at time of inspection.  
11881,removed and re-installed blue main rotor damper iaw 150-300. area secure and fod free. pema #6fksa76035  
4004,replaced rh nose tire iaw sss 3240. ataf apaf aff.
1437,removed and replaced rh ob mlg tire iaw sss 3240. ataf apaf aff.  
13571,"performed main rotor head adjustmen iaw vib-200. adjusted red pcr -2 and blue -1, added 4 oz to black for a total of 38 oz. area fod free and secure at time of inspection.  "
4738,"removed and replaced rh nlg tire iaw sss 3240. ataf, apaf,aff.  "
26802,"serviced mrh accumulator to the second green, 1550psi, and oat 29c iaw gai-000. flight hours are 2,257.1. no conditional required. area clean and clear of fod and corrosion. pema s/n 6cksa675648."
2727,removed and  replaced r/h ib mlg tire iaw sss 3240 apaf ataf aff used pema 42595
15620,removed and replaced worn washers on bifilar assy weights iaw 150-300 . refer to   mcn: 00cdl28  jcn: by0152238 for 9-13 tq checks. area is clean and fod free. pema 4ktya45034  
21117,"serviced mrh accumulator iaw gai-000. hyd level on high green, nitrogen pressure 1550 psi, and oat 10 degrees celcius. a/c hours of 203.8. checks good. area secure and fod free.  "
3154,removed and replaced blue blade fold actuator iaw 150-300.  area secure and no fod found at time of inspection.  pema s/n 6cksa67610  
1822,cannibalized (buno: 168348 mcn: 1oo0y9a) removed and replaced lh mlg maintainer strut iaw sss 3210. apaf ataf aff.  
12951,"auto rotation calculated 117, aquired 108. adjusted all 4 pcr neg 36 clicks iaw vib-200.  verified torques iaw 150-300. area clean and fod free.  "
20714,removed blue droop stop iaw a1-h60ra-150-300. area fod free and secure at time of inspection.
8070,removed and replaced lateral expandable pin iaw 140-300. all checks good. area secure and fod check complete.
19640,meassured hole at an 1 inch and a half. hole is within limits.  sealed hole with ams3265 iaw srm-000. checks good. area fod free and secured at time of inspection.  
6814,"removed and replaced red, yellow and blue upper centering sockets iaw 150-300. torqued and safety wired. area secure and fod free at the time of inspection. pema 76544"
25617,removed and replaced tail rotor boot iaw a1-h60ra-150-300. refer to jcn:q20101556 for 9-13 torque checks on blue inboard pitch control link. area secure and fod free at the time of inspection.  
24161,removed and replaced lateral blade fold transducer iaw 150-300.  system opcehcks g00d iaw 150-200. area secure and corrosion / fod check complete. pema 20-6fksa76278  
19802,removed and replaced red main rotor damper iaw 150-300. refer to jcn:q60115213 for servicing of main rotor head damper accumulator. area secure and fod free. refer to jcn:q60115243 for 9-13 tq checks  
10453,torque checked all four tail rotor pcl inboard nuts iaw a1-h60ra-150-300. installed cotter key and applied torque stripe. pema used s/n: 2670. area secured and no fod found at the time of maintenance. ataf.
12177,removed and reinstalled main rotor head iaw a1-h60ra-150-300.  area secure and fod check complete. refer to mcn: 40b9lir in process's for pcr and scissor installation.  
5679,removed and replaced tip cap screws on black blade iaw 140-300. checks good. area is secure and fod free.
24109,serviced black blade bim to 10 psi at 16 degrees c with bim box 016 and n2 wab 251 iaw 150-300.  area fod free and secure.  
21714,"inspected and measured mrh blue lower centering socket play, no movement noted with less than 15 in lbs of tq applied to plug mount bolts, checks good iaw 150-300. completed fod check and area secure at time of inspection.  "
24408,replaced broken wires for pins a and b of p656 (tgb mag pickup)  approx 6 inches from connector p656 iaw a1-h60ra-wcr-000.  imds sbit/pbit indicates pass for all sections of the aircraft iaw a1-h60ra-110-200. area secure and fod free.  
15796,performed main rotor adjustment iaw vib-200. adjusted blue pcr +2 clicks and -5 clicks on yellow. removed 49 oz on yellow spindles and added 14 oz on blue spindles. area secured and fod free.  
11958,removed and replaced aft swashplate scissor bearing iaw a1-h60ra-150-300. area secure and fod checks complete.  
6914,removed and replaced yel blade fold motor actuator iaw a1-h60ra-150-300.  refer mcn:00je9o0 jcn:qg0192117 for installation of yel mrh blade. area fod free and secured at the time of inspection.
6458,reinstalled blue blade s/n a237-03357 iaw 150-300. area left free of fod. ***should have been cut as a fom maf for the removal and reinstall of main rotor blades.***  
27834,"removed moderate surface corrosion on red hinge detent bolt, cleaned and treated area iaw 01-1a-509 series. area fod free and secure at time of inspection."
20,replaced rh ob mlg tire iaw sss 3240. utilized pema 01112 ataf apaf aff  
18690,performed post phase ground vibration analysis iaw vib-200. all vibrations are within limits. area secure and fod freee.  
8614,"serviced mrh accum to 2nd green at 1550 psi, oat 25 degrees celsius. aircraft hours now: 1578.3 iaw gai-000. area secure and fod free."
1439,"serviced left hand main landing gear outboard and inboard tires iaw sss 3210. ataf, apaf, aff. used pema 67331  "
22081,removed and replaced all bifilars washers iaw: 150-300. tq nuts to 113 ft lbs. refer to mcn: 46sj41d for 9-13 tq checks. area secure and fod free at the time of inspection.  
8536,removed and replaced ylw/ red tail rotor paddle iaw 150-300. in regards to operational check for heater mat test refer to jcn: q50252213. area fod free and secure at time of inspection.
990,"removed, and properly reinstalled all four main rotor head droop stop assembly washers iaw 150-300. all checks good. area fod free and secure.  "
1909,"serviced mrh accumulator iaw: gai-000.  hydraulic second green.  nitrogen 1500 psi.  ambient temperature 10 degrees celsius.  a/c time now: 2,406.3 hours.  all checks good.  area secure and fod free at time of inspection.  "
22533,redid safety wire on red and blue damper iaw 150-300. safety wire is now correct.  area secure and fod free.  
20082,"bleed and serviced mrh accumulator iaw gai-000. high green, nitrogen: 1400 psi, oats: 22 degrees celsius, navy class 0 sample #21, pod sn# 00183. excess leakage jcn q70043320. area secure and fod free.  "
17770,"serviced mrh accum to second green, 1500 psi iaw a1-h60ra-gai-000. a/c hours 2613.0, ambit temp 25 degrees celcius. area secure and fod free.  "
20862,removed and replace worn hardware on red tip cap iaw 150-300. refer jcn qg0341476 for torque check 9-13. area clean and fod free.  
25317,"bleed and serviced main rotor accumulator iaw a1-h60ra-gai-00, 007; ietm 010189. area clean and fod free. refer to mcn:0rewdzc."
14186,removed and replaced bifilar hardware iaw 150-300. area secure and fod free. pema 6cksa67509. refer to jcn:by0326447 for 9-13 tq checks.
718,removed and replaced droop stop iaw 150-300. area secure and fod free at the time of inspection. pema 76544.
4124,"removed and replaced nose wow sw no. 2. iaw ietms sss: 3260. ataf, apaf, aff.  "
9482,tear within limits. repaired blue tail rotor boot iaw a1-h60ra-srm-000. area fod free and secure at time of inspection.
1934,removed and replaced rh nlg tire iaw sss 3240. pema 1998. ataf. apaf. aff.  
2517,removed and replaced blue tail rotor tip cap rivet iaw 01-1a-8. area secure and fod free.  
27695,
6109,"serviced mrh accumulator to high green @ 1450 psi, oat 20 deg celcius iaw a1-h60ra-gai-000. checks good. area secure and fod free. a/c hours: 701.3  "
11998,made adjustments to mrh pcr's iaw vib-200. adjustments are red: down 4 clks and black: up 1 clk. area secure and fod free.  
11572,serviced red blade bim indicator to 11 psi at 28 degrees celsius iaw a1-h60ra-150-300. area secure and fod free at time of inspectiion. refer to mcn: 26xidj0  
2850,removed and replaced lh ib mlg tire iaw sss 3240. ataf. apaf. aff.  
4880,removed and replaced worn aft expandable pin iaw 150-300. checks good area fod free and secured at time of inspection.
21653,"mrh serviced to 2nd green, 1400 psi outside temp 15 degrees celcius. a/c hours 976.4 iaw a1-h60ra-gai-000. area clean and fod free.  "
24579,adjustments made on mrh blk pcr +8 clicks and red pcr -5 clicks. area secure and fod checks complete at time of inspection.  
5105,
16026,"serviced mrh accumulator hydraulic side with mil-prf-83282 to the middle of the high green using hsu s/n 216, navy class 2 iaw: a1-h60ra-gai-000. nitrogen gauge is at 1600 psi. oat reads 26 degrees celcius. a/c time now: 2575.6. area fod free and secure a"
19129,removed and replaced 1 rivet on red tail rotor blade tip cap iaw srm-000. area secure and fod free at time of inspection. ***maf is not a downing discrepancy***  
9859,removed and replaced all lockpin covers iaw: a1-h60ra-150-300. area clean and fod free. pema s/n: 6111.  
6084,removed and replaced black mrh hinge cover iaw 150-300. area fod free and secure.  
4110,readjusted black tail rotor blade boot iaw 150-300. area secure and fod free.  
16622,adjusted all mrh pcrs 12 clicks in the positive direction iaw a1-h60rs-vib-200. area checked fod free and secure.
5637,performed tail rotor bias check due to phase iaw a1-h60ra-140-300. all t/r blades within limits. area secured and fod free at time of inspection.
20189,removed and replaced red/ylw tail rotor paddle iaw 150-300. refer to mcn: 1gthx31 for 9-13 tq check. area secured and fod free.  
21663,removed and replaced blue droop stop cam assy in accordance with a1-h60ra-150-300. all checks good. area fod free and secure at the time of inspection.  
5133,properly serviced mrh accum. hyd: high green nit: 1500 psi iaw gai-000. checks good. area secure and fod free at time of completion. oat 18 degrees celcius. a/c time: 1104.6
27561,"removed corrosion. cleaned, treated, and preserved red blade fold switch iaw 509-2. area fod free and secure."
2493,adjusted  red pcr up 4 and blue pcr up 3 iaw vib-200. area clean and fod free.  fcf# 03-18-003.  
10929,removed and replaced black main rotor blade iaw a1-h60ra-150-300. refer to jcn: q50157359 for performance of ground vibration analysis. area fod free and secure.  
9764,performed 30 day no fly ground vibration analysis. all vibrations within limits iaw vib-200. area secure and fod free. pema 6fksa76012.  
23454,perform post phase ground vibration analysis iaw vib-200. area secure and no fod found at time of inspection. pema s/n 6cksa67524  
17460,removed and replaced all tip cap screws on blue blade iaw a1-h60ra-150-300. did not replace tip cap. area secure and fod free.  
997,"replaced lgcu bulbs iaw ietm sss: 3200 pema: 19. system op checks good on ground power. ataf, apaf, aff  "
10783,serviced mrh accumulator iaw gai-000. serviced to yellow and 1650 psi. ambient temp is 27 degrees celcuis. a/c hours: 2894.8. refer to mcn 00cdv5m for condition inspection.  area corrosion and fod free. pema 6cksa67650  
16481,removed and re installed main rotor blade red harness iaw 150-300. blade fold system op checks good iaw 150-200. area secured and fod free.
19032,"serviced mrh accumulator to high green, 1550 psi iaw a1-h60ra-gai-000. a/c time: 1999.4. oat: 21  c. area secure and fod free at time of inspection.  "
20026,serviced mrh accumulator iaw gai-000. nitrogen: 1550 psi  hyd: yellow  oat:  12 degrees celcius. area secure and fod free. pema 7521 utilized.  
1195,installed black main rotor blade iaw a1-h60ra-150-300. checks good. area secure and fod free at time of inspection.  
24104,serviced mrh accumulator to high green/1500psi iaw a1-h60ra-gai-000. oat is 32 degrees celcuis. area secure and fod free at time of inspection.  
401,removed blue main rotor blade 546 day inspection at sea a1-h60ra-150-300. area secured and fod free at time of inspection.  
16431,removed and replaced yellow damper inboard and outboard bearings iaw 150-300. area secure and fod free.  
4585,adjusted red pcr +1 and black pcr -2 iaw vib-200. adjusted red trim tab -3 mils and black trim tab -18 mils iaw vib-200. area secure and fod free at time of inspection.  
15917,"inspected mrh yellow  lower centering socket play, no movement found when less than 15 in-lbs of torque applied to plug mount bolts. checks good iaw 150-300. completed fod check and area secure at time of inspection.  "
19878,removed and replaced black anti flap cam iaw 150-300. area secure and fod free.  
23322,removed and replaced main rotor head fwd and aft swashplate spherical bearings iaw a1-h60ra-150-300. area is ssecure and fod free.
15182,removed and reinstalled main rotor swashplate iaw a1-h60ra-150-300. ataf and area clean and fod free.  
2323,"serviced main rotor head iaw gai-000. hyds: second green,  nitrogen:1500 psi  ambient temp: 8¿c flight hours: 3085.5, no conditional required. pema 6fksa75955. area corrosion and fod free.  "
3113,removed and replaced left nlg tire iaw sss 3240. ataf. apaf. aff. pema 1998.  
3400,replaced inboard damper iaw 450-300.  checks good.  area secure and fod free at time of completion.  pema sn 76844. refer to mcn 2ln4k4h for 9-13 damper bolt torque checks.
17896,"after further research and inspection, replacement of abrassion strip (poly) is required iaw a1-h60ra-srm-000. see jcn 275071 for replacement of abrassion strip.  "
4607,removed and replaced main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-01180;  pos cd: yellow iaw 150-300.  installed due to high-time remove and replace.  hsu s/n:  281.  navy class 1.  pods unit s/n:  00168.  oat 24 degrees celsius. a
664,removed and replace yellow blade fold motor iaw a1-h60ra-150-300. area secure and fod free. **cf is required** **qa is required**  
19598,removed and replaced grounding wire on black tail blade iaw: a1-h60ra-150-300. area fod free and secure at time of inspection. refer to jcn: q20214335 for 9-13 black inboard and outboard pcl.  
2596,"replaced lh nose landing gear tire iaw sss3240. ataf, apaf, aff. pema 2505.  "
2875,added 95 grams to quadrant 3 iaw a1-h60rs-vib-200. area secure and fod free.  
891,removed and replaced inboard and outboard red damper iaw 150-300. area fod free and secure. refer to mcn: 40b9i1s for 9-13 tq check.  
4949,"removed and replaced rh nlg tire iaw sss3240. used pema 42635. ataf, apaf, aff."
14360,"removed and replaced mr blue centering socket iaw 150-300. blue lower centering socket checks good, no movement noted. area is fod free and secured. pema s/n: 6cksa67524  "
10108,removed blue blade iaw 150-300.  area secure and fod free.
25719,"removed and replaced blue tail paddle iaw 150-300. area clean, secure, and fod free. ataf  "
25494,serviced mrh accumulator iaw gai-000. serviced to hyd: high green; n2: 1600 psi; oat: 30 degrees farenheit. checks good. area secure and fod free at time of completion. a/c time now: 1358.2  
16762,added 8.0 oz weights to black blade and 75.0 oz weights to red blade iaw: vibe 200. area fod free and secure. refer to jcn: q70161577 for ground vibes maf.
19646,installed black blade tip cap for admin purposes.  
27023,removed and replaced black blade damper assy iaw a1-h60ra-150-300. area fod free and secure at time of inspection. pema 120-1. refer to jcn: q80291264 for 9-13 torque checks.
24779,work order closed out due to transfer new mcn: 249vued 
5332,"serviced low mrh accumulator iaw gai-000. hyd: high green; n2: 1,550 psi; oat: 29 deg cel; atn: 3591.9. area secured, fod check complete."
6740,removied and replaced blue main rotor blade tip cap iaw a1-h60ra-150-300.  pema s/n 3255.  area secure and fod free.  refer to maf mcn: 1m96y8b jcn: bl3149208 for completion of 9-13 torque check.  
23448,adjusted yellw blade pcr down 1 click and black blade pcr up one click. black blade trim adjusted down 8 iaw vib-200. area secure and fod free at the time of inspection.  
4005,removed and replaced mrh blue droop stop iaw: 150-300. area fod free and secure at time of inspection.  
5241,"inspected black tail rotor ziptie, black rotor ziptie checked good, boot is secured iaw 150-300. area secured and fod check complete."
18762,"removed and replaced red mrh damper iaw 150-300.  bled and serviced mrh accumulator iaw gai-000.  hyds: high green, nitro: 1450 psi, ambient temp:  19 deg c, acft hours: 767.1.  area secure and fod free.  "
25924,added weights to black mrb 51 oz(3.18 lbs) and yellow mrb  37 oz (2.31lbs) iaw a1-h60rs-vib-200. area secured and fod free at time of completion. pema: 48120.  
3898,pema 2000. replaced lh nlg tire iaw sss 3240. ataf apaf aff
489,serviced lh ob mlg tire iaw sss 1210. used pema 67331. ataf apaf aff.  
2216,removed and replaced aft scissor bearing iaw 150-300. area fod free and secure at time of inspection.  
19526,repaired blue tail paddle boot iaw srm-000. ataf. area secure and fod free at time of completion.  
10250,"inspected main rotor fwd scisssor iaw 150-300. measured fwd scissor at 0.027, limits is 0.033. within limits. area secured and fod free at time of inspection.  "
18689,serviced mrh accumulator iaw: gai-000.  hydraulic: second green.  nitrogen: 1550 psi.  ambient temperature: 1 degrees celcius.  a/c time now: 2477.7.  all checks good.  area secure and fod free at time of inspection.  
6182,"serviced mrh accumulator iaw gai-000. hyd level on high green, nitrogen pressure 1500 psi, and oat 7 degrees celcius. a/c hours of 3258.20 area secure and fod free at the time of completion.  "
7327,adjusted red and yellow blade pcl's to 3.0 iaw a1-h60ra-140-300. area fod free and secure.
17647,"serviced main rotor head accumulator to yellow at 1500 psi iaw a1-h60ra-gai-000. current a/c hours: 1,769.8. current outside ambient air temperature: 22 degrees celsius. area is clean, secure and fod free. pema 30: 6fksa76362.  "
4431,"bled and serviced mrh accumulator iaw a1-h60ra-gai-000. middle of first green/1550 psi/oat:29 degrees celsius. current a/c hours:2083.4. area is clean, secure, and fod free. pema s/n:6fksa26030."
16475,"performed mrh adjustmetns iaw a1-h60ca-vib-200. adjustments made blu pcr: +1 click, blk pcr -5 clicks ylw pcr +2 clicks, blk trim tab -8 mil, red trim tab -3 mil. area secure and fod checks complete. refer to mcn: 47p4i4i  for 9-13 tq checks. a/c time now"
12582,"removed and replaced red spindle bracket iaw 150-300, area secured and fod check complete, torqued bolts at 50 inlbs and safety wired bolts, tq wrench s/n 0815610  "
9964,removed and reinstalled pitch lock bolt iaw a1-h60ra-150-300. adjusted  pitch free switch iaw a1-h60ra-150-300. blade fold op checks good iaw a1-h60ra-150-200. area secure and fod free at time of inspection. pema: 48453
25567,re-shimed yellow centering socket iaw 150-300.area secure and fod free.  
17332,adjusted ylw t/r boot zip ties and bridges iaw 150-300. area fod free and secure.  
22575,adjusted red blade centering socket iaw a1-h60ra-150-300. area is secure and fod free. pema 6791  
1442,removed and replaced rh outboard mlg wheel assembly iaw sss 3240 ataf apaf aff.
12521,removed and replaced main rotor head accumulator iaw 150-300. serviced main rotor head accumulator to 1500 psi nitrogen side and fluid side to yellow. oat is 8 degrees celsius. acft time is now: 2869. all checks good. area fod free and secure at time of i
3220,removed and replaced lh nlg tire iaw sss 3240. ataf apaf aff  
26319,removed and replaced component nomenclature main rotor head damper assy iaw 150-300. area clean and fod free. pema s/n 4ktya45034. refer to mcn 00cdv00 jcn by0250253 for 9-13 damper bolt retorque.  
15462,adjusted black pcr positive 11 clicks and yellow pcr positive 6 clicks iaw a1-h60rs-vib-200. area secure and fod free.  
14698,serviced main rotor head accum iaw gai-000. hydraulics side is at 2nd green. nitrogen side is at 1450. ambient temperature is at 5 degrees celcuis. aircraft hours are at 3416.9. area clean and fod free. pema 6fksa75973.  
9705,replaced shims on tail rotor retention plates iaw 150-300. area secured and fod free.  
1765,"performed functional check of bim and full inspection of main rotor blade for cracks, deformations and evedince of leakage, no damage or leakage found. blade serviced to 9.75 at temp 60f iaw 150-300. area clean, secure and fod free.  "
3664,serviced main rotor head iaw:  a1-h60ra-gai-000.  nitrogen pressure:  1650 psi.  hydraulic pressure:  2nd green.  oat:  28 degrees.  area secure and fod free.  pema s/n:  6791.  a/c time now:  4552.4.
25993,"serviced mrh accumulator with mil-prf-83282, high green, 1600psi at 60 degrees iaw gai-000.  area fod free and secured.  "
6526,removed and replaced yellow mrh damper male qd iaw 150-300. area fod free and secure at time of inspection.  
200,removed and replaced nlg torque tube worn hardware iaw sss 3220.  
14618,blue bifilar removed (s/n: e813-01099) and replaced (s/n: d813-03701). due to wuc limitations cannot use removed and installed block. area secure and fod free at time of inspection. refer to mcn:1wdaaut and jcn:q40121a13 for installation.  
6523,"serviced  mrh accumulator using hsu 257 navy class 2 iaw a1-h60ra-gai-000. hydraulic side in the high green. nitrogen side: 1600 psi. ambient air temp: 19 degrees celcius. a/c time now 2847.5 all checks good, area secure and fod free at time of completion"
15847,removed and replaced blue blade droop stop heater pin iaw 150-300. droop stop heater assembly op checks good iaw 410-200. area secure and fod free.  
16747,removed and replaced aft scissor spherical bearing iaw a1-h60ra-150-300.  area fod free and secured at time of inspection.  
12306,"serviced main rotor head accumulator in accordance with a1-h60ra-gai-000.  hydraulic: yellow, nitrogen: 1600psi, oat: 20c, a/c hours: 1868.9.  pema 8556.  area is clean, secure and free of fod.  "
20272,admin installed black tip cap as matched set iaw 150-300. area secure and fod free at time of maintenance.  
2541,installed yellow spindle nut iaw 150-300 pema 3126 fcf# 19-04-003 area clean and fod free.  
6154,removed and replaced corroded cotter key on black damper outboard h/w iaw a1-h60ra-150-300. no torque check required. area fod free and secure at time of completion.  
10310,"removed and replaced red blade pitch lock actuator iaw a1-h60ra-150-300. refer to mcn: 2ln3bkr for adjustement of black blade fold switches and operational checkout procedures. area secure and fod free,  "
11742,"performed tail rotor weight adjustment iaw vib-200. added 79 grams to quad 3. all nuts and bolts are installed and secured. area fod free, secured ataf.  "
24928,new harnesses ordered and received. refer to phase maf mcn:25b845v for install and op check. pema: 9718.  
4061,removed and replaced mrh indexer iaw 150-300. op checks good iaw 150-200. area fod free and secure at time of inspection.
1063,"bleed and serviced mrh accumulator to yellow at 1500  iaw gai-000. a/c time is now: 2175.4, oats: 13 c. all checks good, area fod free and secure.  "
7019,"made the following adjustments to mrh iaw vib-200.   adjustment on the blue pcr +16 clicks and yellow pcr +3 clicks,  iaw vib-200 and 150-300.  area secured and fod free."
267,removed red main rotor blade 546 day inspection at sea a1-h60ra-150-300. area secured and fod free at time of inspection.  
22038,replaced yellow damper outboard bearing iaw a1-h60ra-150-300. area secure and fod free at time of completion. tq wrench s/n: 0111010932. refer to mcn:  1v4zurr  for 9-13
26449,removed and replaced yellow blade tip cap iaw a1-h60ra-150-300. area secure and fod free. pema 8556.  
23828,removed and replaced blue main rotor blade upper and lower tip cap screws iaw 150-300. upper and lower 1-6 screws part number: ss5312pu1-05. upper and lower 7-12 screws part number: ss5305-1k08. refer to jcn:q60158328 for 9-13 tq checks.pema 46455. ** cor
2434,removed and reinstalled mrh beanie iaw 150-300. area fod free and secure at time of inspection. refer to mcn: 00jdoyh for sealant.  
18864,removed and replaced yellow lockpin flange iaw a1-h60ra-150-300. area secure and fod free at time of inspection.  
27205,
2661,replaced left hand nose landing gear tire iaw sss 3240 ataf apaf aff.
19679,deserviced main rotor head iaw gai-000. all checks good area secure and fod free at time of inspection.  
24456,refer to mcn :00jf60f jcn: qg0129082 for removal and replacement of the red pitch lock actuator. area fod free and secure at time of inspection.  
14143,"serviced main rotor head accumulator in accordance with a1-h60ra-gai-000.  hydraulic gage reads as middle of 2nd green, nitrogen gage reads as 1600 psi, oat reads as 11 degrees celcius and there are 864.5 aircraft hours.  pema s/n: 6734.  area is secured "
20712,inspected black lower centering socket for play. play is within limits iaw 150-300. pema: 6fksa76012. area secure and fod free.  
24452,"removed and replaced blue damper inboard/outboard rod end bearings iaw a1-h60ra-150-300. area is clean, secure, and fod free. pema s/n:6fksa76277."
16012,removed and replaced aft scissor spherical bearing iaw a1-h60ra-150-300. area is clean and fod free. pema 76762  
27745,verified mrh checks good at yellow / 1550 psi iaw a1-h60ra-gai-000. no maintenance performed. area fod free and secure.
21755,"serviced mrh accumulator to 1500 psi, high green, oat 16*c. iaw a1-h60ra-gai-00. area secure no fod found.  "
5130,
6190,removed blue main rotor pitch control rod. iaw: 150-300 pema 5fkya30791 area clean and fod free
11360,serviced black main rotor blade spar to 10.75 at 81 degrees fahrenheit iaw a1-h60ra-150-300. area fod free and secure.
18847,performed ground vibration analysis iaw vib-200. all parameters within limits. area secure and fod free.  
9561,sealed pitch lock motor hardware iaw a1-h60ra-150-300. system op check good iaw a1-h60ra-150-200.  area secure and fod free. utilized ietms 7aksa01085.  
12222,performed tail vibe due to removal and replacement of tail disconnect. tail vibes are within limits. area secure and fod free.  
21796,"inspected mrh aft scissor play; play recorded at .025 in, limit is .033 in. checks good iaw 150-300. area secure and fod free at time of inspection. *****update***** mal code is ""105"", and action taken is ""c"".  "
7865,refer to jcn: q64261590 for r/r of blue trb tip cap rivets.
16453,removed 2 washers p/n: an960c416 from both blue and yellow tail rotor weights iaw vib-200.  will not affect balance of tail rotor. no fcf required. area secure and fod free.
2984,removed and replaced lh nlg tire iaw sss 3240 ataf apaf aff  
4982,"removed and replaced black spindle assy iaw 150-300. refer to jcn: qv3186a01 for ground vibes,  qv3186a02 for inflight vibes, jcn:qv3192509 for elasto insp 9-13, jcn:qv3192506 for spindle balance wieight 9-13, and qv3192504 for anti flap tq check. area s "
17549, removed and reinstalled blue spindle iaw 150-300.  area secure and no fod found at time of inspection.  pema s/n 6cksa67610 ****trans code: 12***  
1597,lh mlg tire serviced iaw sss 1210 ataf apaf aff pema 67341   correction - lh mlg tires were serviced to 115 psi. ataf apaf aff.  
19749,"serviced main rotor head to proper fluid level of yellow, nitrogen to 1500 iaw a1-h60ra-gai-000.  oat 10 degrees cels current a/c time 2882.2 h .  area secure and fod free at time of inspection.  "
25333,removed and replaced blue blade pitchlock liner iaw 150-300. area secure and fod free.  *** correction: action taken code c ***  
10914,performed tail rotor balancing due to removal and replacement of outboard retention plate assembly. all tail vibrations within limits. area clean ataf and fod free.  
5376,"added 105 grams to quadrant two in accordance with a1-h60rs-vib-200. pema 8199. area is clean, secure and fod free."
13589,removed and re-installed yellow mrh blade iaw a1-h60ra-150-300. area fod free and secure.  
21944,removed and replaced main rotor head damper iaw a1-h60ra-150-300. all checks good. area secure and fod free at time of inspection.  
11602,"performed adj as follows yellow pcr +2, blue pcr +6, and red pcr -13. iaw vib-200. ataf and area clean and fod free.  "
25599,removed and reinstalled tail rotor paddles iaw a1-h60ra-150-300.  area secure and fod free at the time of inspection. pema 76304 tsn 3796.5 refer to jcn: q20320703 for 9-13 on pitch control links. ***correction: tsn 3976.5***
13451,removed and replaced yellow damper assy iaw 150-300. area secure and fod free. pema sn: 61610  
13611,removed and replaced pitch change shaft to sevo bolt and installed tail rotor servo  iaw 150-300. refer to mcn: 16pldr5 for tail rotor rig check and mcn: 16pldr6 for 3.0 bias. area secure and fod free.  
17079,removed and replaced blue elastomeric bearing iaw a1-h60ra-150-300. area secured and fod free at time of inspection  
2369,serviced pneumatic reservoir iaw sss 12 ataf apaf aff used pema 76488  
18698,adjusted all pcrs 20 clicks in the positive direction iaw a1-h60rs-vib-200. area checked fod free and secure.  
5079,
1831,"serviced rh shock strut dimension x iaw sss 1210,tq wrench s/n 6101,0669.  "
23613,removed and replaced two hub inserts on the black hub iaw the 150-300. area secure and fod free.  
1651,removed and replaced both spherical bearing iaw 150-300. area secure and fod free. pema s/n: 76585.  
11533,removed and replaced tip cap rivet iaw 150-300. area secure and fod free. ***action taken: c***  
9152,"serviced mrh accumulator iaw gai-000. hyd fluid at yellow,  nitrogen at 1600 psi, oat 18c, a/c flight hours 2048.4. checks good within limits. area fod free and secure at time of inspection.  "
333,replaced rh nlg tire iaw sss 3240. ataf. apaf. aff.  
13131,refer to mcn 00jdets for replacement of tail rotor blade and tip caps.  
4725,adjusted tail rotor indexer gap iaw 260-300 and vib-200. area secure and fod free.
8585,installed bridge on black tail rotor boot iaw 150-300.  area secure and fod free at time of inspection.
2849,serviced rh mlg tire iaw sss 1210. used pema 67330. ataf apaf aff  
23317,removed and replaced blue main rotor blade iaw 150-300. area secure and fod free. pema 7901  
