,DISCREPANCY
22808,yellow sungear roll pin sheared.          
3966,right nlg tire worn beyond limitaions.          
2759,nose landing gear tire pressures low          
20265,mrh ool          
2614,lh upper nose landing gear door link safety wire broken ***discarded in flightline apaf***          
24019,aft upper link scissor link worn. abcd-26          
26323,red damper gouged          
24324,main rotor head low.          
47,left hand mlg forward door strut out of rigging. door strut will not latch.          
27460,install yellow main rotor balde
7117,remove tail rotor outboard retention plate.
11872,mrh accum low.          
27847,scir change:  46sjg86.  corroded hardware near blue blade lockpin puller. ccdd;03oct2019
11592,forward scissors have eccessive play
18801,tail rotor vibration out of limits.          
27451,install blue main rotor pitch control rod.
4657,lh ir section lower drain line flex hoses (p/n: 901-063-121-115) chafed and frayed.          
17400,received 140 a-b out of limits advisory on flightscope report.          
21325,black tail rotor pitch control elastomeric bearing worn          
295,mrh hydraulic side low.
4635,right hand main landing gear assy door strut is worn
3500,spare parts for isat.
2012,mrh hydraulic fluid low          
13727,tail rotor out of limits.          
1527,left hand nose tire race pitted refer to mcn 1mpm8qi          
5383,aft scissor upper bushings ool.          
4630,black centering socket loose.
10682,main rotor head accumulator low.
7,rh nlg tire is worn past tread groove          
14741,yellow tail rotor tip cap working rivet head broken.          
15044,red droop stop heater pin safety wire broken          
1891,both left hand main landing gear tires are underserviced.          
27351,fom blade fold indexer for main gear box replacement
1859,nose landing gear grounding wire is not touching the deck.
23962,red fold hinge pin worn ool. d-121.1          
13798,mrh low.          
22997,da low          
4259,red damper ool for 120kts and damper diagnostics          
11468,red mrb antiflap stop requires longer bolts due to shim thickness.          
14825,aft upper scissor link assy worn beyond limits.          
26172,forward scissor has side to side play          
4705,remove black blade fold hinge.  reinstall when notified by maintenance control.          
11542,d/a low needs serviced          
21249,tail outboard retention plate seal broken.          
5818,automatic blade fold is inop. received flight bite code 204 (lateral transducer out of range).          
20646,tail vibes ool.          
22749,broken safety wire on lower blue pcr jamnut. all pieces accounted for.          
24326,black damper inboard bearing worn out of limits          
1366,emergency blow down bottle requires servicing
17885,"blue tail rotor boot zip tie missing, boot out of position. refer to jcn pq7032013 for fod search.          "
26432,mrh accum hyd reads reads red.          
28034,red pcr upper and lower rod ends not cotter keyed.
5061,dd20191021 lefthand main landing gear brake hardware minor surface corrosion
15473,mrh hyd accum low. in red mrc-100 card# 47.1          
16787,blue tail rotor paddle rubber boot is punctured.          
473,right outboard main landing gear brake assembly has 5 pistons that do not have a 0.010 in running clearance          
23181,main rotor head accumulator hydraulic pressure is low          
22639,main rotor head low. needs to be serviced.          
6800,remove beanie. reinstall w/n/b/m/c
5531,the hydraulic side of the mrh accum is low          
15916,mrh accum low          
1435,lh nlg tire has excessive pressure loss          
15747,aft scissor link bearing worn ool          
3086,original:  00gjg3l.  nose landing gear does not hike          
12271,remove beenie to facilitate mrh full bleed and service.          
9458,fwd and aft swashplate spherical bearings worn ool.          
26008,open slits on black tail rotor boots mrc-300. card 11.12          
17252,"1-per vibration in flight, between 90-100 kias, also felt at translational lift around 20-30 kias. also felt on deck with some wind directions.          "
25034,black blade fold motor worn ool.          
20832,tail balance out of limits.          
1153,nose landing gear and main landing gear tire pressures low.          
21557,wear on main rotor spindle lead stops ool          
5148,"perform #1 lds rig check.  ref: a1-h60ca-mrc-400, ac-65.1          "
6981,red outboard damper bearing found out of limits. refer to jcn: pq4266216 for two missing cotter key clippings
1713,auto blade fold inop. blade fold fails to find null position. can fold blades with blade fold test set.          
10567,blue pitch lock housing shattered.          
7093,mrh black blade spindle is missing ziptie. refer to jcn: qg0266259 for fod search.
355,"black damper outboard bearing not seated properly,"
14720,movement on yellow blade lower centering socket.          
16814,all main rotor lead stop mount bolts are worn.  ref: a1-h60ca-mrc-400 card d-120.          
19820,black blade centering socket loose.          
4617,rh nlg tire out of tolerance per 04-10-506          
3647,lefthand outboard main landing gear break piston assembly saftey wire broken
26397,the blue blade fold hinge gear assembly has a cracked bearing and needs to be replaced.
8335,mrh accumulator low
10277,tail mag pickup bracket has minor surface corrosion.
10184,lower blue pcr jamnut broken saftey wire
215,"both nlg, lh ob and rh ob mlg tire pressure low."
12802,black damper inboard bearing out of limits.          
20767,blue lower centering socket hub liner worn.
6145,the yellow mrb lower centering socket has play.          
11078,black auto blade fold inop.          
21359,mrh low          
1274,mrh accumulator low.          
7490,tail rotor bias ool.
17040,perform tail rotor rig check and  3.0 bias check          
11606,mrh out of limits          
11835,black blade lockpin puller gromit cracked.          
19683,mrh auto vibes ool.          
9967,remove black spindle blade fold harness to facilitate other maintenance. re-install when notified by maintenance control.          
24143,yellow damper disconnect coupling leaking ool.          
19982,tail rotor indexer will not drive in.          
11525,tail rotor balance ool.          
15717,aft scissor bearing ool.          
12040,black damper safety wire incorrect.
2051,admin remove yellow blade          
19743,remove yellow mrb prior to pmi induction.          
3824,lh nlg tire worn through second indicating thread.          
8321,in flight vibes ool.
13672,tail rotor 3.0 degree bias out of limits.
15534,remove yellow m/r p/c/r for phase maintenance. reinstall when complete          
17134,yellow blade fold motor is corroded. dd: 18127          
6451,remove mrh beanie to facilitate mrh full bleed and service.          
984,lh ib mlg brake assy worn          
9888,swashplate vertial accelerometer shows fail during the verify imds setup fcf check.
21606,3.0 degree bias out of limits.          
26516,main rotor head accumulator low.
3332,perform main rotor head rig check due to removal and reinstallation of forward bridge.
23487,blue elastomeric bearing worn out of limits.          
17620,main rotor head accumulator fluid low.          
1336,during inspection found rh mlg panel 7rb3 worn
16976,torque stripe not installed on red tr pc link hdwr.          
14644,main rotor head fluid level low          
14126,remove yellow blade to facilitate replacement of bifilar incerts.  reinstall when notified by maintenance control.
20482,perform tail rotor bias check due to phase.
4783,nose landing gear shock strut hydraulic seal broken
8540,tail rotor balance ool.
10130,tail rotor ool          
9240,ccdd20sep18 abcd-17.1 all 4 mrb surfaces          
21844,remove yellow blade tip cap          
3847,both tires on right main landing gear tire pressures are low.          
4227,"lh nose landing gear tire has a 5/32"" deep cut          "
5211,red tail rotor blade boot is torn.
2860,blue mrh blade bim showing constant black lines.          
21837,autorotation adjustment out od limits.  target nr 114% actual nr 121%          
3963,rh mlg mainenance door has a lot of play and nees a tension check.
8304,mrh accumulator low.
23062,tip cap screws worn on all blades.          
27724,hole in boot of black tail paddle.
25166,main rotor head accumulator hydraulic fluid low.          
3586,all four damper lines chaffed.
2396,mrh hyd fluid low. in the red          
1279,upper pressure plate bolts have no torque stripe          
4267,nlg ground pin lock pin nut found missing. refer to mfr#19006 **update** nut is located at the end of the nlg ground lock pin linkage just before the lever.
26873,"during mrh fold to facilitate greasing  blade lockpin pullers, black blade pitchlock did not drive during auto fold sequence. never recieved pitchlock light even when pitchlock was manually driven out. upon spread sequence yellow pitchlock remained extend"
17816,main rotor head accumulator fluid level low.          
5845,main rotor head accumulator low          
10060,red damper spherical bearing axial and radial play check failed on inboard and outboard.
13118,main rotor head damper accumulator hydraulic servicing low.
25409,yellow main rotor head spindle damper bushing damaged          
15700,damper accumulator is low.          
2524,mrh accum low needs to be serviced          
16401,scir change:  1xlmtqa.  pylon 'flight' light would not appear. lockpins and indexer were visually verified.
2824,blue lower centering socket hub liner ool          
9614,tail rotor balance out of limits          
4096,autorotations out of limits. target 116.5 actual 121
25359,in flight vibes out of limits.          
12059,blue tail rotor blade boot has a hole in it.          
3017,mlg has corroed hardware          
10320,mrh low
24131,forward scissor has side to side play in upper and lower link.          
19832,(phase d card 121) during cleaning found red pitch lock housing badly corroded.          
4,"left remote pistion assembly posted f(p) on download.  posted 5 times during last flight, on the last post it did not reset.          "
10844,autorotation rpm out of limits. target rpm was 117% observed rpm was 121%.
4829,mrh reads red. refer to jcn:qg0228231 for excessive damper leakage conditional.          
234,red main rotor blade tip cap delaminating          
17026,inflight vibes ool.          
16019,the mrh hyd accumulator reads red          
24724,ta 47.1: mrh accum low on hydraulic side. bottom of first green.          
14864,main rotor damper accumulator fluid low          
23855,black pitch lock reduction gearhouse grease fitting seized and unable to be removed.          
26031,red inboard and outboard damper bearings worn out of limits.
23179,"main rotor blades are out of adjustment, card d-124          "
20151,main rotor head accumulator hydraulic level low. reads red.          
18723,outbaord damper bearing hardware worn.          
6359,yellow mrh blade failed heater mat test          
397,fwd scissors have up down and side play          
1013,broken safety wire on black blade harness cannon plug by pitch horn          
14352,yellow spindle journal bearing teflon needs zipties.
16744,tear in black tail rotor boot.          
22797,disconnect tb-10 for accumulator replacement. reconnect when notified by maintenance control.
4209,hole in black tail rotor boot.          
3182,scir change:  236674d.  minor surfacec corrosion on the lh main landing gear jacking point. drop dead : 20180312          
2974,mrh accum hyds on red          
13044,blue mrb damper bearings out of limits. limit is 0.250. measured at 0.270. mrc-400 card 112.2          
24209,mrh ool due to in flight vibes.          
12867,mrh accum low          
8846,perform 3 degree tail bias due to tail rotor rig adjustments
15026,main rotor head accumulator low          
23137,tail rotor indexer inop.          
19180,outboard rod end of red pcl out of limits mrc-400 card 70.2          
19951,mrh bifilar tapered washers worn.
2601,mrh accum hydraulics low.          
11119,remove and reinstall main rotor accumulator.          
6553,blue tail paddle blade boot has hole on the outboard side. was previously repaired but the sealant disbonded.
1883,scir change:  46lfgcv.  screws on lh mlg door strut assembly worn.          
19450,aft scissor bearing ool. card abcd- 23.5.          
6480,low mrh hyd side.
15935,piston rod end seal protruding out.          
12192,blue blade fold actuator corroded ool.          
15579,worn rivet on the leading edge of black paddle tip cap          
25315,black droop stop cam has corner damage. d-120.1
4890,chafe damaged rh mlg door outbd stop fitting. pn 901-031-636-104/ 014826629
6731,remove / reinstall tb-10 when notified by maint. control          
18854,red tail rotor boot tear.          
887,outboard blue tr pcl washer unaligned.          
5045,red spindle b.f harness; multiple switches attaching h/w not s/w
14316,mrh accumulator nitrogen side low.          
24249,mrh ground vibes ool          
5453,main rotor head accumulator low          
859,nose landing power steering unit pressure and return lines leaking where they pass through bracket on back of nlg strut          
19581,fwd scissor has side to side play          
25775,black tail rotor boot clip is missing.          
3313,nose landing gear left and right tire pressures low          
9703,card 15 apu accumulator 2600 psi
5502,remove mrh beanie tfom for mrh bleed and service.  reinstall w/n/b/m/c.
4477,while replacing brakes found rh ib mlg tire with no tread          
23063,scir change:  1gtekpl.  broken safety wire on black mrb damper line. all pieces accounted for.          
22514,main rotor track and balance out of limits. flight scope report: main rotor track and ballance troubleshooting/fcf required. three rdf's have met the rtb fail event criteria for a-b (120 kts)  regime and axis with no rdf with a pass event between them. re
16869,forward scissor spherical bearing worn ool          
4541,yellow tail rotor boot ziptie not secured
20530,fwd scissor spherical bearing has excessive play. mrc-400 card abcd-23.5.          
2542,fwd l/h lgcu mounting screw threads are stripped. lgcu will need to be replaced next required jack and cycle          
14060,main rotor black blade bim did not return to full white during bim check
26182,yellow tail rotor paddle boot torn          
12007,fold hinge gear is cracked out of limits.          
2238,yellow and red tail paddle deice plug cover not installed. not missing          
1976,perform tail bias          
2364,lh and rh mlg and nlg tire pressures low.          
13603,"red tail rotor boot loose, slipping from under ziptie. dta card 11.12          "
5875,tail rotor indexer stuck partially extended. indexer will not retract fully or extend fully.          
14495,"blue elastomeric bearing ool. limit x,y axis 1 inch.  actual 1 and 1/8 inches.  mrc-400 card d-120.          "
7044,red main rotor head accumulator
63,lh nose landing gear tire is out of '1/4' limitations in conjuction with replacing rh nlg tire          
2988,remove mrb blade blue tip cap assy for administrative purposes.          
15308,remove and reinstall mrh distributor to facilitate full bleed and service.          
1589,main rotor head accumulator servicing low          
8812,mrh hyd pressure psi is at 0.
25551,rotor head hyd level low          
14533,hardware on red blade fold harness worn card d-124.
17679,top bolt on black rotor blade cuff has improper safety wire.          
20337,main rotor out of limits
7116,"main rotor auto out of limits. target; 115,  actual;  120."
14156,yellow tip cap delaminating carbon fiber on the inside.
20667,bd -87.1 yellow pcr jam nut worn **lower**          
2650,rh nose landing gear tire out of limits
5061,mrh low on hyds side
26428,yellow blade fold actuator harness not s/w where it attaches to the blade fold harness.
669,remove and reinstall main rotor head distributor to facilitate full bleed and service.          
22489,yellow outboard damper bearing failed check          
26754,scir change:  40b9gq1.  main rotor head out of limits.          
6889,blue tip cap needs hysol repair on hockey stick top and bottom.
5080,nose wow switch #2 f(p)
1783,lh mlg door strut interface assembly cotter pin broken.          
349,right hand mlg door strut interface assy loose.          
324,black blade bumper is worn
1106,hole in yellow tail rotor boot          
22022,hole in red t/r boot          
21917,broken torque and safety wire on red blade shrader valve
15856,install yellow mrh blade.          
1805,blue pcr lower rod end elastos worn ool. card abcd-23.1          
3079,mrh accumulator hydraulic fulid level low red card 47.1 ta          
966,perform main rotor head rig check          
2437,r/h mlg high pressure requires servicing          
21968,black blade will not automatically fold or spread. pitchlock drives in during fold sequence.          
24055,perform tail rotor balance analysis for tail rotor bias jcn: km0141306. fcf# 03-19-002.          
13398,perform full bleed and service of mrh accumulator due to  removal and replacement of mrh swashplate assy.          
2921,rh nlg wheel/tire beyond limits          
6710,tail balance ool.          
25493,black blade hinge lock bolt torque stripe broken          
12142,tail rotor out of balance.          
4087,tail rotor vibes out of limits
23295,mrh ool at auto regime.          
23213,aft scissor has radial play.
22965,mrh accum hyd side low.
4148,lh mlg shock strut requires servicing.          
16848,mrh in-flight vibes ool @ 140          
8768,service main rotor head accumulator.          
18135,card d-121.7. 12 main rotor hub inserts failed insert torque check.          
4512,install black/red mrh bifilar weight after p&e repair completion          
1476,main rotor head accumulator low          
26560,tail rotor outboard retention plate nuts worn.          
117,right hand nose landing gear tire worn beyond limits
3743,zip tie around blue mrb spindle is broken.          
9713,low mrh accumulator.
10546,main rotor blade missing bim cap upon receipt and de ice jack pins corroded.          
17244,install yellow mrh blade tip cap as matched set          
15915,yellow inboard pcl bearing worn.          
6005,yellow tail rotor boot has a hole.          
13845,black inboard damper baring worn          
25266,worn rubber backing on black blade bumper disbonded          
6515,autofold inop.          
13378,mrh accum hyd side is low.          
22976,autos out of limits          
21378,remove blue mrh dampner from blue spindle assy to facilitate centering socket repair.  reinstall when notified by maintenance control.          
210,lh brakes barely functional.  pilots pressed brakes all the way down and couldn't set parking brake.
11460,fwd/aft/lat blade fold transducers cannon plugs jack backshells have broken safety wire.          
23058,main rotor head swashplate assy uniball corroded at the aft 1200 o'clock position. cards 18.6-18.8          
16008,low main rotor head.          
9084,"upon removal of dampers, went to dump accumulator hydraulic fluid and during dumping, nitrogen was depleting out of the servicing line.          "
11723,ring on black lower pcr bolt is broke. bd-87 step 1          
5377,tail rotor out of limits.
7134,blue tail rotor paddle boot has a hole.
23042,main rotor out of limits.
23504,inboard bearing on red damper is worn ool.          
25352,step 47.1 mrh hyds lowat 2nd d          
16275,crack in critical area (#6 hole) on red main rotor blade tip cap.          
14995,mrh accumualtor hyd low
1732,outboard retention plate  pilot bushing worn ool. 100% of bushing appears bronze and inside diameter measures 2.264 in.          
1055,replace rh nlg tire as matched set with lh nlg tire
15780,main rotor ool          
26550,mrh accumulator hydraulic gage pegged out to the right of 2nd green          
2701,landing gear control solenoid valve f(p) fault id: 4ac5 1/3007 2/00fb 3/4d80
25406,"blue blade nitrogen low, bim showing black.          "
10582,broken torque stripe on blue pitch control link castle nuts.          
6994,b-101 yellow damper bearings worn.
11044,no spread light.          
754,mounting bolt for nlg rh torque tube mount fitting broken. bolt removed and discarded in phase.          
26406,lower centering socket on the yellow blade is loose          
12885,black tail rotor boot ziptie loose. bridge missing. refer to jcn:  q20260202 for fod search inspection.          
6243,install all 4 main rotor baldes to comply with imp/pmi restoration. mcn: 00cecfne.          
23431,mrh accum reads red.          
27571,corrosion on red pcl jamnuts
20931,assist w/c 110 with clamp up check conditional inspection.
3690,l seat pilot brakes inop. bottoms out when pressure applied.          
4736,red/yellow tail paddle assembly ool due to delamination on the spar. card bd-91
3612,hole in black blade tail rotor boot.
10041,yellow blade fold motor is siezed
16767,main rotor head in flight vibrations out of limits.
7493,mrh accumulator is in the red
3908,lh nlg tire is out of limits with replacement of rh nlg tire.          
3494,remove mrh distributor to faciliate mrh accumulator servicing. reinstall when accumulator servicing complete.          
1897,lateral expandable pin worn beyond limits.          
11563,mrh low. ***aircraft time now 88.2***          
14337,main rotor head low.
17150,tail rotor ool          
3585,all mrh blade fold switches need safety wire. refer to qv0280541 for fod inspection.
1304,right mlg button on landing gear panel is stuck in the down position
8072,remove blue mrb for acft preservation
3967,main rotor head hydraulic accumulator underserviced.          
478,rh ob mlg brake assembly failed running clearance inspection.          
1483,tire pressures low          
2604,black mrb bim indicator has black visible  **correction: yellow mrb**          
16087,"black damper has both bearings of out limits, qd's was leaking during removal.          "
19416,blue tail rotor boot has tear.          
13993,aft swashplate scissor upper link upper bolt is worn.
2434,rh mlg inb wheel/ tire assy has bald spot.
8057,red hub insert failed on run-on torque check. card d-119.1.
18306,remove tb-10 to facilitate main rotor accumulator. re-install when notified by maintenance control          
1375,mrh hyd low.          
179,upper and lower centering sockets on red blade are saftey wired wrong.          
3951,remove and reinstall black blade to facilitate hinge insert run on torque checks.          
5824,main rotor head low.          
3610,red droop stop heater pin connector is broken
1582,corrosion on blue cuff to spar bolts. refer to jcn:q70267493 mcn:1gti3fp for conditional inspection.          
2203,nose landing gear power steering fail with an associated nose landing gear actuator f(p).          
6475,mrh hyd low
17937,mrh accumulator reads red.
1820,main rotor head red blade fold actuator mounting bolts worn.          
10848,assist 120 by removing stove pipe and ambilical cord.          
18464,perform tail rotor smoothing          
24882,all four lower centering sockets worn ool. mrc-400 card d-119.1.          
12774,blue damper outboard hardware is worn          
11670,main rotor head hyd side low.          
14769,hole in blue tail rotor blade boot.          
3726,admin install red blade anti-flap assembly.
255,red mrh blade hinge fold lock arm bolt has worn torque stripe          
2861,mgb over serviced          
9535,red/ blue bifilar washer worn.          
4734,forward swashplate lower link on scissor has play.          
4839,black droop stop heater not safety wired.
1082,mrh accumulator servicing ool.          
27661,install black main rotor blade
1051,"red tail rotor blade 3 deg is out of limits, actual reading is 3.5.          "
26847,auto blade fold is inoperable.
19360,mrh servicing low          
20313,"worn ool tapered washers (x16) limit is .020, measured at .026 mrc 400 card 23.2"
19542,main rotorhead hydraulic damper accumulator fluid level low.
3524,right nose langing gear tire out of limits
25388,tail rotor slip ring contacting brush block mount          
379,left hand main landing gear idler arm is hardware is worn.          
23589,tail rotor bias ool          
12439,mrh ool          
1810,left hand main landing gear inboard and outboard tire pressures low          
25704,perform ground vibes          
10858,abcd card - 23.2 main rotor bifilar tapered washers worn.          
19939,blue bim indicator showing black.          
15716,main rotor head hydraulics level low          
3055,lh ob mlg tire worn beyond limits          
1394,check rh and lh main landing gear and nose landing gear tire pressures and service as required          
3432,"identified rh outboard main landing gear tire has serial number xw2253, and identified to be nrfi per one time inspection.        "
9097,main rotor head accumulator low
12155,aft scissor spherical bearing ool. abcd-23.4          
640,forward scissors has excessive play          
4162,rh nlg tire worn.          
7234,black blade hinge lock arm bolt torque stripe broken
11598,mrh accumulator low          
24377,"distributor cap, cannon plug disconnected between red and blue blade.          "
26292,mrh low          
4674,torque tube assy hardware worn          
13809,main rotor vibes ool          
21474,yellow spindle shim ool card d119          
4907,nlg u/l switch 1 f (p)
6126,low mrh accumulator          
25198,tail vibes ool.          
4468,inflight ool          
3580,lh inboard brake disk is cracked in several locations. needs to be replaced
5076,blue trb has a hole in  the boot
1967,all tire pressures low
19641,mrh accumulator hydraulic fluid low          
21324,tail rotor vibes out of limits
2119,tail rotor 3.0 bias out of limits          
23475,grease blade fold lock pins for wc 110 14 day mcn 00jf94x due to inability to fold blades due to dampers being replaced on jcn's qg0151267/68. refer to jcn qg0151305 for  wc 220 assisting on auto blade fold to be able to grease lock pins.          
711,lh maintainer strut broken.
2397,main rotor head accumulator hyd side low.          
9721,blue blade droop stop failed multiple times during flight control checks          
12051,perform ground vibration analysis due to removal and reinstallation of #6 drive shaft.          
4404,rh inboard landing gear tire worn.
16017,washers on yellow damper ntb replaced          
5567,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-02768;  pos cd: yellow          
16816,mrh acc fluid low          
17713,inflight vibes out of limits.          
7901,red mrh damper elbow is misaligned
7540,red blade main rotor head damper outboard bolt damage on shank out of limits.
14909,"red elastomeric bearing ool. limit 1 inch x, y axis.  actual 1 and 1/16 inches.  mrc-400 card d-120.          "
12407,abrasion strip on red tail rotor blade unadhering.
18045,tail rotor ool.          
26050,black upper pcr bolt fails clamp up check.          
8712,card ac-70.3: blue tail rotor boot worn
14013,auto rotation out of limits. target is 113 1/2 reading at 110.          
17753,fwd expandable pin not seated.          
1111,main rotor red hub insert failed torque check.          
19080,main rotor bifilar hardware worn          
937,left hand outboard main landing gear brakes are worn          
12981,crack on blue main rotor blade out of limits.          
8785,the red mrb lower centering socket is loose          
23765,blue tail rotor blade boot torn.          
13130,mrh accumulator fluid low refer to jcn: q74122342 and mcn: 1h2ko92 for conditional  inspection          
6544,black tail paddle bonding wire broken
1162,left hand main landing gear shock strut pressure low  poc: cpl munoz
1941,tail rotor bias check out of limits.          
2493,remove and replace component nomenclature pneumatic reservoir module;  part no: 901-380-501-103;  serno: r13-507384          
366,parking brake transfer module left hand internal transfer valve does not transfer from pilot to co pilot. co pilot will experience poor braking during use. poc cpl ford. co pilot and pilot braking will be degraded          
1481,worn forward and aft scissor spherical bearings mrc 400 card 23.4          
7635,mrh accumulator low
1723,rh link clevis assembly on the nlg torque tube found worn.          
363,lh nose landing gear tire is worn out of limits due to normal wear          
17393,blue tail rotor boot torn          
19649,forward spherical bearing worn ool. abcd-card 23.4.          
11544,red tail rotor boot torn          
27132,"perform torque check on yellow damper bolts 9-13 flight hours. time now: 2264.5  due: 2273.5 nlt: 2277.5 may be performed after the last flight of the day, not to exceed 25 flight hours."
465,r/h outboard mlg tire flat and out of limits.
4540,uniball corroded on  stbd side both above and below the swashplate          
14958,main rotor damper accumulator hydraulic fluid low.          
23569,yellow blade tip cap delaminating at trailing edge. card bd-95.          
18308,during final approach for landing nr increased to 106%.  ng also increased to 101% (both engines).  pcls were adjusted to bring nr under control.  aircrew initiated a running landing aborting to the runway.  once on deck pcls were reset to idle and fly wi
15120,main rotor head autorotaion out of limits. 4% high          
10142,yellow tail paddle zipties not installed correctly
8148,black mr blade damper outboard bearing worn ool
2595,main rotor head does not provide a spread indication          
6563,forward scissor not shimmed properly
10608,auto rototion out of limits          
17636,worn torque stripe on tail rotor spring capsule bolts and nuts. mrc-350 card 58.          
7820,scir change:  40b8tx4.  original:  16pkugk.  bare metal on leading edge of all main rotor blades ccdd 30nov17.          
20949,blue blade bim indicator shows black          
25605,remove / reinstall yellow main rotor blade to facilitate removal and replacement of yellow spindle.          
17385,red spindle upper centering socket loose.          
21005,red upper pcr bolt nicked.          
1603,rh nlg wheel tire assembly bearings are siezed causing damage to rim of wheel. **maf cut as dm due to fix phase initiation discrepancies**          
4366,lh nlg tire found with excess wear and tread chipping          
24428,mrh hydraulic side is in the red.
6707,d-120 black main rotor head e-bearing cerntering ring gouged ool.
26161,black tail rotor paddle boot disonnected from zip tie and bridge missing. refer to jcn: pq4170396 for fod search.          
3012,lh nose landing gear tire pressure low.          
4144,hole in the yellow tail rotor boot. card 11.12          
1899,mrh fluid overserviced pass white line          
12962,mrh bifilar tapered washers worn          
27518,m/r swashplate mag pickup interruptor bracket is bent
19623,tail rotor vibes out of limits.          
23284,hole in blue tail rotor boot.          
23433,tail rotor vibes ool.          
12236,mrh accum low.          
9165,mrh head low.          
4076,right hand landing gear wow switch 1 f(p)          
13537,mrh hyd fluid level low.          
3334,lh nlg tire worn.          
17935,blue spindle is ool card d-121          
19869,yellow tail rotor boot torn by zip tie.  tear does not go through.          
22181,yellow blade lower centering socket has play. see mrc-300 card 24.2.
12724, yellow tail rotor pitch control link inboard and outboard cotter key warped.          
22120,black spindle lockpin hardware worn
22780,"disconnect tb-10 due to replacement of mgb on mcn 00je2x0. re-connect wnbmc """"update disconnect tb-10 and remove stove pipe due to replacement of mgb on mcn 00je2x0. reconnect and re-install wnbmc.          "
27504,aft expandable pin worn. card bd-84
963,scir change:  2rq7duv.  lh mlg jack pad hardware is corroded. dd 25dec17          
4324,adjust blue pcr minus 21 clicks down due to adjustment of red pcr during mrh rig check          
25848,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-02676;  pos cd: red          
555,hole in yellow tail rotor boot.          
17408,main rotor head low          
17579,red pcl torque stripe misaligned **correction red pcl lockring misaligned**          
9532,black blade bim indicator has slow leak.          
23826,blue spindle teflon liner worn.  card d-120.1          
492,pitch beam retainng nut worn out of limits          
2857,"on preflight, noted blue blade lockpin switches not engaged. during startup did not recieve spread light. executing blade spread procedure gave us a spread light. on the head check i noted solid contact on both upper and lower blue blade switches.   pos t"
17074,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-03180;  pos cd: yellow          
28019,red blade bim doc swap to support flight scheudle
11500,black blade anti-flap cam worn
20982,mrh accumulator is low.          
1986,lh ib mlg tire is worn and cut beyond limitations
22180,black droop stop worn          
907,mrh damper bolts worn. phase b card 101.1.          
18584,bolts on main rotor gearbox stovepipe are worn          
16270,#3 tail drive shaft has visual thread damage where nut mounts.          
113,three zip ties on blue mrh elastometric bearing loose.
12197,mrh low          
19935,red main rotor head damper inboard bolt is not cotter pinned.
14979,black outboard damper bearing ool          
11384,yellow pitch free switch needs to be adjusted.          
11157,in flight vibes ool.          
6704,mrh accumulator low
7611,perform 3 degree bias
4768,card d121 yellow spindle has worn hardware
172,"cycle landing gear system in accordance with sss 3200, landing gear extension/retraction system, operational check, to ensure proper operation due to installation of main landing gear fire suppression modification ecp-937 afc-142          "
3811,autorotation ool #3          
22238,mrh accum low hyd side
19619,mrh accumulator fluid low          
27573,"during automatic blade fold sequence, the black blade pitch lock would not extend and the ""pitch locked"" light did not illuminate.  the black blade lockpin pullers also would not extend and the blade could not be folded.  the other blades continued fold s"
17963,card d-119-1 black centering sockets hardware worn          
3056,red t/r boot has hole          
7911,aft blade fold transducer fails to line up. fbf 209.
18951,install blue main rotor blade          
19652,side to side play on aft scissor.          
24704,102 yellow damper bolt is worn.          
3144,rh nlg tire worn beyond limits          
24189,excessive hyd fluid coming from yellow blade damper trailing into hyds bay and down the stbd side of the aircraft.          
10479,blue droop stop worn out of limits.
19376,red anti-flap worn card d-121          
2532,tr indexer broken. all pieces accounted for.          
17266,black blade fold motor is corroded. dd: 18127          
10269,yellow blade lower centering socket has play          
1747,black main rotor damper inboard bearing worn out of limits. d-112.1          
25781,main rotor head nitrogen pressure is low          
3428,severe corrosion on black blade bumper ccdd:19225
2151,"unable to collect tail rotor balance. repetitive ""aborting - indexer"" notifications."
20674,yellow blade lockpin puller gromit cracked.          
10234,blue blade has a gouge.
23285,mrh accumulator hydraulic side maxed out.          
20954,perform post wash main rotor fold lubrication and insp. due to main rotor head not able to fold. mrc-350 cards 24-24.1.          
7544,black mrh damper evidence of hyd leak          
25782,mrh accumulator hydraulic side low.          
2500,lh nose landing gear has cuts in the side wall          
9596,mrh accumulator reads red
27943,tail rotor pitch control link nuts corroded x 8. mrc 350 card 74. ccdd 11dec19.
1534,mrh low.          
2942,rh main landing gear door strut interface is worn beyond limits
3267,rh nose tire has gouges and cuts past limit          
10129,main rotor out of limits.          
12790,black hub liner worn ool card 119.1 step 3.5.          
26790,mrh accumulator fluid level low
3872,all 4 mrh dampers leaking at scraper seal.          
4019,lh nlg tire worn beyond limits.
26427,main rotor shaft extension inserts are worn ool.          
1070,rh nlg tire cross hatched
11108,red damper bearings inboard and outboard fail 30 hour check.          
17663,blue elastomeric bearing centering ring worn out of limits.  card d-120.1          
4861,pitch beam nut corroded beyond limits          
488,blue mrh hinge cover cracked          
3213,red and black damper qds worn          
3918,nlg torque tube hardware found worn.
9847,red centering socket loose.
6007,remove/ reinstall yellow m.r.  blade in support of pmi prep
15790,tail rotor ool.          
